event_index	pair_index	fold	layer	pixel	half_bar	ecal_time_ns	cdet_time_master_ns	cdet_time_candidate_ns	tot_ns
0	0	0	1	489	30	22.9690700983	31.0982319969	31.8235277318	9.307
0	0	0	2	1837	114	22.9690700983	31.7635640937	32.4888598286	5.937
1	0	0	1	530	33	19.1925474341	32.5253988746	33.1314431218	15.496
1	0	0	2	1879	117	19.1925474341	30.3467184696	30.9527627167	8.771
2	0	0	1	429	26	22.2235033005	29.1429989673	29.8447518937	5.811
2	0	0	2	1775	110	22.2235033005	29.6570621912	30.3588151176	11.527
3	0	0	1	438	27	23.9187367546	27.8022853991	28.5575688163	11.685
3	0	0	2	1784	111	23.9187367546	28.7579437163	29.5132271334	6.362
4	0	0	1	1242	77	25.8501748286	31.7505132382	32.5667857939	9.717
4	0	0	2	2590	161	25.8501748286	29.2943865888	30.1106591445	12.032
4	1	0	1	1241	77	25.8501748286	31.4564894154	32.272761971	8.756
4	1	0	2	2601	162	25.8501748286	32.774742052	33.5910146076	14.41
5	0	0	1	430	26	23.1988787846	30.0834583999	30.8160108178	8.819
5	0	0	2	1776	111	23.1988787846	28.367235641	29.0997880589	5.59
6	0	0	1	432	27	19.650516311	28.3389631967	28.9594687552	11.244
6	0	0	2	1779	111	19.650516311	27.8173236072	28.4378291657	5.811
7	0	0	1	490	30	22.9776682815	31.0710319183	31.7965991586	14.693
7	0	0	2	1833	114	22.9776682815	29.3982389587	30.1238061989	11.275
8	0	0	1	438	27	23.3864588949	27.229492413	27.9679680596	6.882
8	0	0	2	1783	111	23.3864588949	30.1988554756	30.9373311221	12.157
9	0	0	1	567	35	27.1262381689	31.9527880747	32.8093549607	5.103
9	0	0	2	1915	119	27.1262381689	35.8824003058	36.7389671918	11.717
10	0	0	1	514	32	25.0841814971	29.9084886541	30.7005733913	6.094
10	0	0	2	1861	116	25.0841814971	29.3702504827	30.16233522	8.866
11	0	0	1	438	27	19.8655373827	28.6621632218	29.2894585139	14.315
11	0	0	2	1783	111	19.8655373827	27.9519825163	28.5792778083	7.78
12	0	0	1	1253	78	21.8401612163	29.0575330037	29.7471811136	8.709
12	0	0	2	2601	162	21.8401612163	30.4918549838	31.1815030937	13.748
13	0	0	1	582	36	26.590924514	27.3319261041	28.171589358	7.023
13	0	0	2	1930	120	26.590924514	28.3890814788	29.2287447327	6.315
14	0	0	1	429	26	21.1526863581	33.9009488685	34.5688885426	6.315
14	0	0	2	1775	110	21.1526863581	30.9214473879	31.589387062	7.969
15	0	0	1	405	25	22.6943607339	29.9295215217	30.6461427421	9.275
15	0	0	2	1751	109	22.6943607339	31.888506278	32.6051274985	9.244
16	0	0	1	444	27	23.3442554461	29.9235152444	30.66065823	10
16	0	0	2	1790	111	23.3442554461	26.296290694	27.0334336796	7.874
17	0	0	1	1229	76	24.658901748	30.3805846675	31.1592403201	8.992
17	0	0	2	2581	161	24.658901748	29.3235313091	30.1021869617	14.221
18	0	0	1	1000	62	24.0857042234	28.7641904417	29.5247462008	9.386
18	0	0	2	2345	146	24.0857042234	27.3896246814	28.1501804406	7.78
19	0	0	1	519	32	20.9412510386	33.0205482099	33.681811378	9.842
19	0	0	2	1865	116	20.9412510386	33.1916676206	33.8529307887	8.819
20	0	0	1	1253	78	18.9780203959	29.7323198401	30.3315899538	4.031
20	0	0	2	2598	162	18.9780203959	37.4440484923	38.0433186061	4.032
21	0	0	1	439	27	22.3727204833	29.0738039028	29.7802686693	12.063
21	0	0	2	1783	111	22.3727204833	29.8729116424	30.579376409	8
22	0	0	1	431	26	23.0330455688	28.21839856	28.9457144522	15.307
22	0	0	2	1779	111	23.0330455688	28.9269110958	29.6542269881	15.559
23	0	0	1	806	50	26.7775375749	32.2535052219	33.0990611679	9.307
23	0	0	2	2148	134	26.7775375749	28.7682905677	29.6138465136	10
24	0	0	1	1001	62	19.4749102238	29.1900744483	29.8050348826	8.189
24	0	0	2	2347	146	19.4749102238	29.7605575165	30.3755179508	14.977
24	1	0	1	1002	62	19.4749102238	31.839258123	32.4542185572	13.433
24	1	0	2	2346	146	19.4749102238	31.1131005803	31.7280610145	12.725
25	0	0	1	430	26	19.2287423557	28.6463436165	29.2535307929	11.527
25	0	0	2	1776	111	19.2287423557	29.4553901006	30.0625772771	10
26	0	0	1	1251	78	18.6661656779	30.1574153459	30.7468380041	6.22
26	0	0	2	2601	162	18.6661656779	30.3737327662	30.9631554244	16.063
27	0	0	1	488	30	20.8472159233	29.1319235762	29.7902173917	12.315
27	0	0	2	1832	114	20.8472159233	31.8874316398	32.5457254553	11.811
28	0	0	1	1067	66	22.7578226607	30.8430144974	31.5616396591	8.031
28	0	0	2	2415	150	22.7578226607	31.3454030653	32.064028227	12.347
29	0	0	1	1236	77	18.3020027958	29.6438468897	30.2217703543	10.866
29	0	0	2	2584	161	18.3020027958	30.2681031332	30.8460265977	15.622
30	0	0	1	1033	64	21.9075720248	40.0991969864	40.7909737316	6.347
30	0	0	2	2376	148	21.9075720248	39.749963498	40.4417402431	6.441
31	0	0	1	1224	76	22.6843918585	28.1159185527	28.8322249853	15.102
31	0	0	2	2574	160	22.6843918585	29.0983258575	29.8146322902	9.968
32	0	0	1	415	25	18.9416187674	28.6511981982	29.2493188554	6.85
32	0	0	2	1762	110	18.9416187674	27.5193646134	28.1174852707	14.851
33	0	0	1	1218	76	19.825855939	28.3594512521	28.9854935208	9.512
33	0	0	2	2567	160	19.825855939	28.999275799	29.6253180676	7.433
34	0	0	1	486	30	22.5681946173	29.5772791091	30.2899163744	6.898
34	0	0	2	1831	114	22.5681946173	31.2415442686	31.9541815339	13.008
35	0	0	1	489	30	23.5329380918	30.0434310451	30.7865320742	14.646
35	0	0	2	1833	114	23.5329380918	31.426398118	32.1694991471	7.213
36	0	0	1	561	35	24.6269132813	29.9767812322	30.754426783	9.276
36	0	0	2	1909	119	24.6269132813	27.7986626383	28.576308189	13.086
37	0	0	1	430	26	22.3482078021	27.2565026066	27.9621933347	9.622
37	0	0	2	1776	111	22.3482078021	28.9432004121	29.6488911402	9.811
38	0	0	1	429	26	19.4690562843	28.5042703972	29.1190459813	14.315
38	0	0	2	1775	110	19.4690562843	29.613498255	30.228273839	17.071
39	0	0	1	331	20	24.3113463202	29.5895015062	30.3571823797	10.063
39	0	0	2	1675	104	24.3113463202	29.741525298	30.5092061714	6.283
40	0	0	1	431	26	19.9259309115	30.6017123483	31.2309146905	17.307
40	0	0	2	1775	110	19.9259309115	29.6457103383	30.2749126805	5.968
41	0	0	1	438	27	24.1655101033	27.7843237788	28.5473995731	7.275
41	0	0	2	1783	111	24.1655101033	27.8804582082	28.6435340025	5.465
42	0	0	1	487	30	18.5427212021	31.1178990298	31.7034236742	5.118
42	0	0	2	1832	114	18.5427212021	29.2590766246	29.844601269	10.378
43	0	0	1	470	29	21.5688924674	30.2837107408	30.9647929808	9.843
43	0	0	2	1816	113	21.5688924674	30.7206193254	31.4017015654	8.094
44	0	0	1	1243	77	20.4869234599	29.589391344	30.2363081823	9.779
44	0	0	2	2594	162	20.4869234599	28.748195563	29.3951124013	23.843
45	0	0	1	431	26	19.8527246886	31.9915197828	32.6184104876	9.78
45	0	0	2	1779	111	19.8527246886	31.5391292709	32.1660199757	8.441
46	0	0	1	485	30	20.7003454562	30.5583183849	31.2119744627	9.906
46	0	0	2	1829	114	20.7003454562	31.2321205703	31.885776648	8.535
47	0	0	1	831	51	28.1532937009	15.6638305226	16.5528288041	8
47	0	0	2	2173	135	28.1532937009	29.3194002105	30.208398492	7.528
48	0	0	1	432	27	27.1054924571	31.3739634632	32.2298752605	6.567
48	0	0	2	1776	111	27.1054924571	29.8685808999	30.7244926973	10.032
49	0	0	1	438	27	20.7953728529	33.5173213003	34.173978064	6
49	0	0	2	1781	111	20.7953728529	29.9541841479	30.6108409116	9.717
50	0	0	1	530	33	19.4891631817	30.4571368357	31.0725473366	12.551
50	0	0	2	1878	117	19.4891631817	30.9031432319	31.5185537327	8.094
51	0	0	1	562	35	26.6598624398	32.3650243473	33.2068644583	4.441
51	0	0	2	1910	119	26.6598624398	33.5875110078	34.4293511188	12.504
52	0	0	1	415	25	23.6253320467	30.3821905649	31.1282091235	5.843
52	0	0	2	1763	110	23.6253320467	32.117217688	32.8632362466	11.937
53	0	0	1	1218	76	23.5789293107	28.757261902	29.5018151986	6.031
53	0	0	2	2567	160	23.5789293107	28.1644490417	28.9090023383	11.748
54	0	0	1	485	30	21.4034031174	29.9620406456	30.6378972182	12.63
54	0	0	2	1830	114	21.4034031174	28.8737075057	29.5495640783	11.276
55	0	0	1	438	27	22.7540575387	29.9291636135	30.6476698836	5.276
55	0	0	2	1783	111	22.7540575387	30.1896466538	30.9081529239	12.063
56	0	0	1	876	54	24.494638907	30.8645864548	31.6380551695	13.102
56	0	0	2	2217	138	24.494638907	30.3703118089	31.1437805236	14.504
57	0	0	1	431	26	22.1801927616	26.9507396386	27.6511249455	14.866
57	0	0	2	1777	111	22.1801927616	27.5100085518	28.2103938587	12.708
58	0	0	1	1233	77	21.4865524524	32.4010801139	33.0795622982	7.67
58	0	0	2	2582	161	21.4865524524	32.5643321066	33.2428142909	9.087
59	0	0	1	1064	66	24.395557641	29.6296318507	30.3999718702	4.614
59	0	0	2	2412	150	24.395557641	29.9126076232	30.6829476427	12.661
60	0	0	1	438	27	21.4676964992	31.0078287449	31.6857155136	11.37
60	0	0	2	1783	111	21.4676964992	31.0791647894	31.7570515581	8
61	0	0	1	431	26	19.9092420232	30.5283135641	31.1569889202	15.307
61	0	0	2	1777	111	19.9092420232	32.4207099748	33.049385331	6.63
62	0	0	1	429	26	22.4571993585	28.0600260827	28.7691584438	9.906
62	0	0	2	1775	110	22.4571993585	29.137540403	29.8466727642	12.441
63	0	0	1	432	27	22.8117514527	31.7298665669	32.4501946413	9.071
63	0	0	2	1781	111	22.8117514527	31.4299096685	32.1502377429	8.788
64	0	0	1	1230	76	20.4959806889	33.0030312591	33.6502340981	13.779
64	0	0	2	2581	161	20.4959806889	29.6371125835	30.2843154225	16.866
65	0	0	1	1240	77	24.5429372857	31.1421220423	31.9171158778	8.347
65	0	0	2	2589	161	24.5429372857	31.4642226248	32.2392164604	15.685
65	1	0	1	1246	77	24.5429372857	26.3808444948	27.1558383304	6.598
65	1	0	2	2594	162	24.5429372857	33.162930427	33.9379242626	5.874
66	0	0	1	1236	77	18.1078097159	31.7334491413	32.305240559	11.338
66	0	0	2	2585	161	18.1078097159	30.0463207665	30.6181121842	18
67	0	0	1	432	27	21.2708031865	27.9633059979	28.6349754544	4.662
67	0	0	2	1780	111	21.2708031865	29.1302743541	29.8019438106	7.968
68	0	0	1	439	27	18.3233538655	28.7571163928	29.3357140614	7.024
68	0	0	2	1784	111	18.3233538655	29.3145530004	29.893150669	6.677
69	0	0	1	1064	66	20.4301044535	29.6053223165	30.2504449776	5.433
69	0	0	2	2410	150	20.4301044535	29.9591336784	30.6042563394	15.023
70	0	0	1	434	27	21.0754709913	29.4957307023	30.1612321421	10.598
70	0	0	2	1781	111	21.0754709913	30.7297901131	31.3952915529	8.157
71	0	0	1	530	33	19.6768222873	29.0832762891	29.704612513	10.189
71	0	0	2	1876	117	19.6768222873	31.5044706953	32.1258069192	8.126
72	0	0	1	180	11	26.6686569589	30.1429911707	30.9851089868	5.969
72	0	0	2	1513	94	26.6686569589	30.9484449074	31.7905627234	7.653
73	0	0	1	429	26	22.0293935607	30.7270037598	31.422627271	9.654
73	0	0	2	1776	111	22.0293935607	29.5531857262	30.2488092375	13.622
75	0	0	1	429	26	18.4608214907	30.2407916584	30.8237301505	9.622
75	0	0	2	1776	111	18.4608214907	28.7276575684	29.3105960606	11.811
76	0	0	1	1224	76	22.8247855127	29.7874254552	30.5081651069	7.15
76	0	0	2	2574	160	22.8247855127	31.8860991045	32.6068387562	10.788
77	0	0	1	592	37	17.3337751503	31.4306709597	31.9780206405	8.819
77	0	0	2	1941	121	17.3337751503	30.2751907829	30.8225404637	4.771
78	0	0	1	429	26	22.2413815977	29.5514976865	30.253815157	14.835
78	0	0	2	1775	110	22.2413815977	30.3844305451	31.0867480156	12.189
79	0	0	1	1248	78	21.8606578804	30.5523300795	31.2426254138	10.536
79	0	0	2	2598	162	21.8606578804	29.9562089891	30.6465043235	19.496
80	0	0	1	488	30	21.7806578036	29.3661111814	30.0538803484	7.37
80	0	0	2	1831	114	21.7806578036	28.8679509565	29.5557201235	10.929
81	0	0	1	1253	78	24.1539173488	30.755445938	31.5181556672	6.472
81	0	0	2	2601	162	24.1539173488	31.1916149985	31.9543247277	4.787
