requested_run,coda_run,timestamp,unix_time,db_validity_header,filename,status
4737,4737,"2025-06-18 14:22:20",1750270940,"-------[ 2025-06-18 14:22:20 ]","/cache/halla/sbs/GEp/raw/gep5_4737.evio.0.0",OK
