event_index	pair_index	fold	layer	pixel	half_bar	ecal_time_ns	cdet_time_master_ns	cdet_time_candidate_ns	tot_ns
0	0	0	1	135	8	12.3507523428	28.3993959649	26.4564716093	7.622
0	0	0	2	1476	92	12.3507523428	35.2986845797	33.3557602241	6.095
1	0	0	1	288	18	0.531166307998	29.0074557707	28.9238968159	9.59
1	0	0	2	1631	101	0.531166307998	29.192574615	29.1090156602	8.614
2	0	0	1	518	32	-1.04623489722	27.3651783076	27.5297638492	9.606
2	0	0	2	1865	116	-1.04623489722	28.7937428469	28.9583283885	9.968
3	0	0	1	517	32	15.7126270105	30.6808046215	28.2090162752	10.677
3	0	0	2	1864	116	15.7126270105	31.5893757459	29.1175873996	8.599
4	0	0	1	170	10	23.0221383363	29.0709961766	25.4493323256	10.992
4	0	0	2	1512	94	23.0221383363	30.3126881696	26.6910243187	14.929
5	0	0	1	521	32	10.52391054	29.5593629631	27.9038231598	7.937
5	0	0	2	1867	116	10.52391054	29.6297286162	27.9741888129	5.118
6	0	0	1	136	8	18.1657623008	32.8024172442	29.9447207223	13.843
6	0	0	2	1477	92	18.1657623008	31.6523851705	28.7946886487	16.031
7	0	0	1	519	32	-1.26614170551	30.19617026	30.3953498313	7.496
7	0	0	2	1866	116	-1.26614170551	31.2070685379	31.4062481092	13.465
8	0	0	1	134	8	18.1014486215	32.8329182345	29.9853390407	5.842
8	0	0	2	1480	92	18.1014486215	28.1396575795	25.2920783857	18.473
9	0	0	1	291	18	16.1019329654	32.2706216926	29.7375907596	11.307
9	0	0	2	1634	102	16.1019329654	33.3293290971	30.7962981641	8.882
10	0	0	1	136	8	14.4583211104	32.3292300251	30.0547593332	13.748
10	0	0	2	1478	92	14.4583211104	32.2840496285	30.0095789367	15.212
11	0	0	1	510	31	15.2438876569	28.854144937	26.4560950223	17.071
11	0	0	2	1859	116	15.2438876569	32.7152250916	30.3171751768	17.323
12	0	0	1	514	32	-4.26112004282	25.081275367	25.7516016502	5.685
12	0	0	2	1860	116	-4.26112004282	26.8247900553	27.4951163386	12.126
13	0	0	1	281	17	11.2403094896	28.7608235891	26.9925854716	11.528
13	0	0	2	1625	101	11.2403094896	29.9026394293	28.1344013119	13.874
14	0	0	1	148	9	14.252265613	26.4997089505	24.2576533078	9.59
14	0	0	2	1485	92	14.252265613	28.7590137275	26.5169580848	16.032
15	0	0	1	134	8	15.358451942	27.3410519722	24.9249796947	13.433
15	0	0	2	1475	92	15.358451942	28.797842675	26.3817703974	17.37
16	0	0	1	137	8	11.9997200435	27.7284911007	25.8407884178	12.221
16	0	0	2	1478	92	11.9997200435	29.0992091352	27.2115064524	11.969
17	0	0	1	291	18	12.2792108657	29.7640779725	27.832407966	6.441
17	0	0	2	1634	102	12.2792108657	28.8292389197	26.8975689132	14.677
19	0	0	1	516	32	-4.64384466662	29.5312306727	30.2617642188	10.126
19	0	0	2	1864	116	-4.64384466662	29.7253156543	30.4558492005	10.094
20	0	0	1	441	27	15.8285271486	25.6298990198	23.1398781646	11.59
20	0	0	2	1787	111	15.8285271486	23.1638635823	20.6738427272	9.622
21	0	0	1	433	27	10.4157274914	32.7671526985	31.1286314115	8.504
21	0	0	2	1781	111	10.4157274914	31.657207275	30.018685988	9.402
22	0	0	1	139	8	18.9739279098	30.9736789146	27.9888480611	10.882
22	0	0	2	1477	92	18.9739279098	34.7320926697	31.7472618161	8.095
23	0	0	1	138	8	13.3951030599	33.2589500906	31.151736598	11.905
23	0	0	2	1480	92	13.3951030599	30.8179104373	28.7106969447	13.748
24	0	0	1	429	26	9.24290212389	29.6547501975	28.2007286808	11.559
24	0	0	2	1776	111	9.24290212389	28.9404417838	27.4864202672	12.126
25	0	0	1	509	31	-5.99947592096	29.5876824079	30.5314733255	10.661
25	0	0	2	1858	116	-5.99947592096	27.1899268993	28.133717817	12.882
26	0	0	1	139	8	16.3406951905	32.985588926	30.4149977756	10.284
26	0	0	2	1480	92	16.3406951905	31.1605649391	28.5899737888	14.977
27	0	0	1	308	19	-6.40465710047	21.9004168792	22.9079477506	5.591
27	0	0	2	1651	103	-6.40465710047	24.8136155969	25.8211464682	16.473
28	0	0	1	430	26	9.5904577888	25.9329785086	24.4242822364	13.559
28	0	0	2	1776	111	9.5904577888	26.8040759509	25.2953796787	11.118
29	0	0	1	506	31	4.23116036553	27.9392997634	27.2736865037	13.307
29	0	0	2	1857	116	4.23116036553	15.3764346691	14.7108214094	25.103
30	0	0	1	522	32	12.9977965713	30.5611545937	28.5164422696	11.937
30	0	0	2	1867	116	12.9977965713	32.2081568864	30.1634445623	5.165
31	0	0	1	295	18	13.3694830763	31.0993024665	28.9961193106	7.968
31	0	0	2	1640	102	13.3694830763	32.148165586	30.0449824301	8.693
32	0	0	1	440	27	-6.49148730397	26.4383129924	27.4595033164	13.685
32	0	0	2	1787	111	-6.49148730397	26.6020446517	27.6232349757	13.087
33	0	0	1	132	8	15.1383043004	29.2954995856	26.9140592238	7.527
33	0	0	2	1475	92	15.1383043004	32.7369927545	30.3555523927	11.969
34	0	0	1	520	32	0.693253785286	26.4480797711	26.3390224743	12.284
34	0	0	2	1867	116	0.693253785286	24.8521656116	24.7431083148	7.968
35	0	0	1	554	34	-5.27879851422	26.353655417	27.184074967	11.008
35	0	0	2	1901	118	-5.27879851422	29.1809243181	30.011343868	11.575
36	0	0	1	882	55	21.036261591	30.3349524391	27.0256912814	15.181
36	0	0	2	2224	139	21.036261591	31.425228667	28.1159675093	11.622
37	0	0	1	154	9	9.71459219784	32.8668102199	31.3385860873	7.685
37	0	0	2	1498	93	9.71459219784	30.6883684348	29.1601443022	11.591
38	0	0	1	517	32	14.35132303	27.7379207657	25.4802821801	14.819
