3573,38.7474,31.9877,28.8881,31.4921
3573,38.7474,31.9877,28.8881,31.4921
3573,38.7474,31.9877,28.8881,31.4921
3573,38.7474,31.9877,28.8881,31.4921
3573,38.7474,31.9877,28.8881,31.4921
3573,38.3584,31.2044,28.7252,30.7887
5710,28.307,30.3933,31.9226,29.383
5710,28.307,30.3933,31.9226,29.383
5710,28.307,30.3933,31.9226,29.383
5710,28.307,30.3933,31.9226,29.383
5710,28.307,30.3933,31.9226,29.383
5710,30.933,30.4052,32.2797,30.1788
5710,30.933,30.4052,32.2797,30.1788
5710,30.933,30.4052,32.2797,30.1788
5710,30.933,30.4052,32.2797,30.1788
5710,30.933,30.4052,32.2797,30.1788
5710,30.933,30.4052,32.2797,30.1788
5710,30.4893,30.3091,32.1811,30.0138
