# CDet master calibration constants
# run 5710
# calibration_stage 1
# events_processed 2951891

[PixelOffsets]
0 0.000000 0
1 0.000000 0
2 0.000000 0
3 0.000000 0
4 0.000000 0
5 0.000000 0
6 0.000000 0
7 0.000000 0
8 0.000000 0
9 0.000000 0
10 0.000000 0
11 0.000000 0
12 0.000000 0
13 0.000000 0
14 0.000000 0
15 0.000000 0
16 0.000000 0
17 0.000000 0
18 0.000000 0
19 0.000000 0
20 0.000000 0
21 0.000000 0
22 0.000000 0
23 0.000000 0
24 0.000000 0
25 0.000000 0
26 0.000000 0
27 0.000000 0
28 0.000000 0
29 0.000000 0
30 0.000000 0
31 0.000000 0
32 0.000000 0
33 0.000000 0
34 0.000000 0
35 0.000000 0
36 0.000000 0
37 0.000000 0
38 0.000000 0
39 0.000000 0
40 0.000000 0
41 0.000000 0
42 0.000000 0
43 0.000000 0
44 0.000000 0
45 0.000000 0
46 0.000000 0
47 0.000000 0
48 0.000000 0
49 0.000000 0
50 0.000000 0
51 0.000000 0
52 0.000000 0
53 0.000000 0
54 0.000000 0
55 0.000000 0
56 0.000000 2
57 0.000000 0
58 0.000000 5
59 0.000000 0
60 0.000000 2
61 0.000000 1
62 0.000000 1
63 0.000000 3
64 0.000000 3
65 0.000000 0
66 0.000000 0
67 0.000000 1
68 0.000000 2
69 0.000000 0
70 0.000000 2
71 0.000000 8
72 0.000000 35
73 0.000000 36
74 0.000000 46
75 0.000000 41
76 0.000000 50
77 0.000000 42
78 0.000000 37
79 0.000000 0
80 0.000000 12
81 0.000000 8
82 0.000000 29
83 0.000000 0
84 0.000000 17
85 0.000000 3
86 0.000000 50
87 0.000000 65
88 0.000000 4
89 0.000000 2
90 0.000000 2
91 0.000000 1
92 0.000000 0
93 0.000000 0
94 0.000000 0
95 0.000000 0
96 0.000000 1
97 0.000000 0
98 0.000000 0
99 0.000000 0
100 0.000000 64
101 0.000000 88
102 0.000000 49
103 0.000000 35
104 0.000000 60
105 0.000000 98
106 0.000000 78
107 0.000000 38
108 0.000000 83
109 0.000000 0
110 0.000000 78
111 0.000000 0
112 0.000000 0
113 0.000000 0
114 0.000000 0
115 0.000000 0
116 0.000000 0
117 0.000000 0
118 0.000000 0
119 0.000000 0
120 0.000000 0
121 0.000000 0
122 0.000000 0
123 0.000000 0
124 0.000000 0
125 0.000000 0
126 0.000000 0
127 0.000000 0
128 0.000000 14
129 0.000000 55
130 0.000000 42
131 0.000000 15
132 0.000000 63
133 0.000000 50
134 0.000000 63
135 0.000000 68
136 4.500985 141
137 2.378004 118
138 0.000000 95
139 3.832321 145
140 0.000000 0
141 2.182462 122
142 0.000000 13
143 0.000000 0
144 0.000000 73
145 0.000000 0
146 0.000000 14
147 0.000000 0
148 0.000000 44
149 0.000000 27
150 0.000000 19
151 0.000000 21
