# CDet all-pixel ECal-CDet timing-offset extraction
# run 5710
# calibration_stage 7
# timing_units ns
# ecal_energy_cut_gev 1 12
# dt = tECal - tCDetLE
# fit_interval_ns -30 0
# calibration_centroid_source gaus(0)+pol1(3)_signal_mean; background subtraction is diagnostic only
# background_fit_interval_ns -60 30
# peak_seed_interval_ns -25 -5
# background_rejection_nsigma 2.5
# reference_scope detector-wide
# detector_mu0_ns -8.70682 detector_mu0_err_ns 0.00557766
# residual_correction = mu_i - detector_mu0; total_offset = existing_offset + residual_correction
# pixel_id bar entries fit_status valid_fit detector_reference_valid mu_ns mu_err_ns sigma_ns sigma_err_ns residual_correction_ns correction_err_ns total_offset_ns detector_mu0_ns detector_mu0_err_ns chi2 ndf chi2_ndf amplitude amplitude_err background_amplitude background_amplitude_limit background_mean_ns background_sigma_ns reject_low_ns reject_high_ns validity_code failure_reason
90 5 0 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
91 5 2 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
92 5 0 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
93 5 0 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
94 5 0 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
95 5 0 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 1 "unused pixel"
96 6 1 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
97 6 0 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
98 6 0 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
99 6 0 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
100 6 3 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
101 6 35 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
102 6 4 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
103 6 5 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
104 6 4 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
105 6 30 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
106 6 39 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
107 6 12 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
108 6 20 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
109 6 0 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 1 "unused pixel"
110 6 38 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
111 6 0 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 1 "unused pixel"
112 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
113 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
114 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
115 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 1 "unused pixel"
116 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
117 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
118 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
119 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
120 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
121 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
122 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
123 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
124 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.70682 0.00557766 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
