requested_run,coda_run,timestamp,unix_time,db_validity_header,filename,status
5994,5994,"2025-08-20 20:43:31",1755737011,"-------[ 2025-08-20 20:43:31 ]","/cache/halla/sbs/GEp/raw/gep5_5994.evio.0.0",OK
