requested_run,coda_run,timestamp,unix_time,db_validity_header,filename,status
6088,6088,"2025-08-25 03:15:23",1756106123,"-------[ 2025-08-25 03:15:23 ]","/cache/halla/sbs/GEp/raw/gep5_6088.evio.0.0",OK
