event_index	pair_index	fold	layer	pixel	half_bar	ecal_time_ns	cdet_time_master_ns	cdet_time_candidate_ns	tot_ns
0	0	0	1	250	15	27.5054721476	28.7791965648	30.6752588546	5.339
0	0	0	2	1593	99	27.5054721476	29.1052445903	31.0013068801	8.221
1	0	0	1	918	57	20.5254250843	27.776590662	29.191490369	5.307
1	0	0	2	2265	141	20.5254250843	27.2373594252	28.6522591323	7.843
2	0	0	1	584	36	25.8713155007	28.0445567856	29.8279701168	8.409
2	0	0	2	1933	120	25.8713155007	29.1726329243	30.9560462555	5.842
3	0	0	1	1255	78	15.0064448166	30.7683879292	31.8028422359	8
3	0	0	2	2604	162	15.0064448166	32.6774213902	33.7118756969	12
4	0	0	1	248	15	26.3067172765	31.2048776272	33.0183049455	7.811
4	0	0	2	1591	99	26.3067172765	29.2243287783	31.0377560966	8.819
5	0	0	1	152	9	24.6505715387	30.3570958931	32.0563584568	9.528
5	0	0	2	1499	93	24.6505715387	29.5627195981	31.2619821618	6.157
6	0	0	1	898	56	26.571461127	29.9566372065	31.7883143781	10.961
6	0	0	2	2240	140	26.571461127	29.6262035672	31.4578807388	11.465
7	0	0	1	520	32	16.5645334613	31.0696638589	32.2115234523	12.22
7	0	0	2	1866	116	16.5645334613	32.8389432554	33.9808028488	6.708
8	0	0	1	961	60	24.6731766633	35.4469076919	37.1477285173	7.78
8	0	0	2	2305	144	24.6731766633	37.2833535795	38.9841744049	9.354
9	0	0	1	1259	78	16.8668256976	26.8586902921	28.0213880993	5.055
9	0	0	2	2609	163	16.8668256976	28.3123052618	29.4750030691	15.685
10	0	0	1	566	35	19.1340884338	30.7946051713	32.113594474	7.748
10	0	0	2	1913	119	19.1340884338	26.0827936897	27.4017829925	10.63
11	0	0	1	933	58	26.5648043589	33.658122096	35.48934039	9.685
11	0	0	2	2278	142	26.5648043589	33.9675642169	35.7987825108	7.15
12	0	0	1	585	36	19.9944624426	31.2818835343	32.6601818612	10.221
12	0	0	2	1936	121	19.9944624426	30.5336622676	31.9119605945	11.213
13	0	0	1	1220	76	19.3818475701	30.4034628545	31.7395311861	13.591
13	0	0	2	2569	160	19.3818475701	29.8769335504	31.213001882	14.992
14	0	0	1	1055	65	28.5078648363	28.2007385626	30.1658997926	12.677
14	0	0	2	2392	149	28.5078648363	27.3988185661	29.3639797962	6.095
15	0	0	1	1211	75	17.5299236796	29.15951836	30.3679261653	7.59
15	0	0	2	2561	160	17.5299236796	29.7198390523	30.9282468576	13.071
16	0	0	1	159	9	24.3222737383	32.2181948901	33.8948265723	10
16	0	0	2	1499	93	24.3222737383	31.9510931978	33.6277248801	20.772
16	1	0	1	158	9	24.3222737383	29.8272703779	31.5039020601	6.771
16	1	0	2	1498	93	24.3222737383	31.4467568504	33.1233885326	12
17	0	0	1	1223	76	22.3165060516	31.985550072	33.5239161592	6.756
17	0	0	2	2594	162	22.3165060516	19.2815560218	20.819922109	22.063
18	0	0	1	833	52	26.8031253064	31.7469206163	33.5945673271	5.654
18	0	0	2	2175	135	26.8031253064	28.3430966725	30.1907433833	10.032
19	0	0	1	226	14	23.329862594	28.5866814988	30.1949023086	7.402
19	0	0	2	1569	98	23.329862594	29.933909173	31.5421299828	9.355
20	0	0	1	160	10	23.5141302738	31.0287540221	32.6496771406	5.023
20	0	0	2	1502	93	23.5141302738	27.0465729979	28.6674961164	14.803
21	0	0	1	778	48	24.3791511207	28.970906388	30.6514588558	7.968
21	0	0	2	2118	132	24.3791511207	29.1488256254	30.8293780933	14.662
22	0	0	1	601	37	25.0810219592	29.5978451475	31.3267803815	10.582
22	0	0	2	1952	122	25.0810219592	30.296770814	32.0257060481	7.276
24	0	0	1	1230	76	20.1438020644	26.9304545051	28.3190474099	11.937
