# CDet hierarchical eight-pixel-group timing diagnostic
# reference median of valid individual centroids
# pixel bar group entries source broad_mu_ns group_mu_ns used_mu_ns used_mu_err_ns used_sigma_ns correction_ns total_offset_ns fit_status reason
47 2 5 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
48 3 6 1 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
49 3 6 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
50 3 6 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
51 3 6 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
52 3 6 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
53 3 6 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
54 3 6 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
55 3 6 1 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
56 3 7 3 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
57 3 7 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
58 3 7 6 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
59 3 7 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
60 3 7 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
61 3 7 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
62 3 7 3 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
63 3 7 9 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
64 4 8 6 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
65 4 8 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
66 4 8 2 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
67 4 8 7 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
68 4 8 6 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
69 4 8 4 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
70 4 8 4 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
71 4 8 10 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
72 4 9 38 individual_fit -8.9639 -9.20393 -8.92386 0.385804 0.989083 -0.0351433 6.1026 0 "valid constrained fit"
73 4 9 34 group_fallback nan -9.20393 -9.20393 0.149146 2.00878 -0.315215 4.39833 -1 "insufficient individual entries"
74 4 9 42 group_fallback -7.7839 -9.20393 -9.20393 0.149146 2.00878 -0.315215 4.13202 0 "individual constrained fit failed quality criteria"
75 4 9 41 group_fallback -8.59915 -9.20393 -9.20393 0.149146 2.00878 -0.315215 4.39833 0 "individual constrained fit failed quality criteria"
76 4 9 48 individual_fit -8.00612 -9.20393 -8.0425 0.349644 0.752884 0.846214 5.55976 0 "valid constrained fit"
77 4 9 42 group_fallback -9.39325 -9.20393 -9.20393 0.149146 2.00878 -0.315215 6.06016 0 "individual constrained fit failed quality criteria"
78 4 9 35 individual_fit -10.2662 -9.20393 -10.2793 0.290976 0.758176 -1.39059 3.32295 0 "valid constrained fit"
79 4 9 0 unused nan -9.20393 nan nan nan 0 0 -1 "known unused pixel"
80 5 10 11 group_fallback nan -7.93446 -7.93446 0.454892 4.28266 0.95425 6.62966 -1 "insufficient individual entries"
81 5 10 5 group_fallback nan -7.93446 -7.93446 0.454892 4.28266 0.95425 6.62966 -1 "insufficient individual entries"
82 5 10 32 group_fallback nan -7.93446 -7.93446 0.454892 4.28266 0.95425 6.62966 -1 "insufficient individual entries"
83 5 10 0 unused nan -7.93446 nan nan nan 0 0 -1 "known unused pixel"
84 5 10 18 group_fallback nan -7.93446 -7.93446 0.454892 4.28266 0.95425 6.62966 -1 "insufficient individual entries"
85 5 10 3 group_fallback nan -7.93446 -7.93446 0.454892 4.28266 0.95425 6.62966 -1 "insufficient individual entries"
86 5 10 59 group_fallback -4.21427 -7.93446 -7.93446 0.454892 4.28266 0.95425 12.487 0 "individual constrained fit failed quality criteria"
87 5 10 68 individual_fit -6.58976 -7.93446 -6.43589 0.835144 2.30153 2.45282 8.12823 0 "valid constrained fit"
88 5 11 4 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
89 5 11 2 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
90 5 11 1 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
91 5 11 2 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
92 5 11 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
93 5 11 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
94 5 11 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
95 5 11 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
96 6 12 1 group_fallback nan -8.45637 -8.45637 0.29501 1.96127 0.432339 11.2364 -1 "insufficient individual entries"
97 6 12 0 group_fallback nan -8.45637 -8.45637 0.29501 1.96127 0.432339 11.2364 -1 "insufficient individual entries"
98 6 12 0 group_fallback nan -8.45637 -8.45637 0.29501 1.96127 0.432339 11.2364 -1 "insufficient individual entries"
99 6 12 0 group_fallback nan -8.45637 -8.45637 0.29501 1.96127 0.432339 11.2364 -1 "insufficient individual entries"
100 6 12 64 group_fallback 5.6648 -8.45637 -8.45637 0.29501 1.96127 0.432339 11.2364 1 "individual constrained fit failed quality criteria"
101 6 12 90 individual_fit -9.5727 -8.45637 -8.42051 0.42289 1.22641 0.468207 11.1066 0 "valid constrained fit"
102 6 12 51 individual_fit -8.28498 -8.45637 -8.46516 0.909883 1.05895 0.423556 11.2276 0 "valid constrained fit"
103 6 12 35 group_fallback 2.82541 -8.45637 -8.45637 0.29501 1.96127 0.432339 11.2364 1 "individual constrained fit failed quality criteria"
104 6 13 54 group_fallback 5.96709 -9.42919 -9.42919 0.190167 2.64729 -0.540474 8.22423 0 "individual constrained fit failed quality criteria"
105 6 13 99 group_fallback -9.36411 -9.42919 -9.42919 0.190167 2.64729 -0.540474 10.1404 0 "individual constrained fit failed quality criteria"
106 6 13 82 group_fallback -11.2168 -9.42919 -9.42919 0.190167 2.64729 -0.540474 8.22423 0 "individual constrained fit failed quality criteria"
107 6 13 39 group_fallback -5.78458 -9.42919 -9.42919 0.190167 2.64729 -0.540474 8.22423 0 "individual constrained fit failed quality criteria"
108 6 13 81 group_fallback -9.58046 -9.42919 -9.42919 0.190167 2.64729 -0.540474 10.173 0 "individual constrained fit failed quality criteria"
109 6 13 0 unused nan -9.42919 nan nan nan 0 0 -1 "known unused pixel"
110 6 13 75 individual_fit -8.67947 -9.42919 -8.58973 0.400635 1.74114 0.298987 5.89012 0 "valid constrained fit"
111 6 13 0 unused nan -9.42919 nan nan nan 0 0 -1 "known unused pixel"
112 7 14 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
113 7 14 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
114 7 14 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
115 7 14 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
116 7 14 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
117 7 14 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
118 7 14 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
119 7 14 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
120 7 15 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
121 7 15 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
122 7 15 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
123 7 15 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
124 7 15 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
125 7 15 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
126 7 15 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
127 7 15 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
128 8 16 13 group_fallback nan -8.62676 -8.62676 0.10978 1.76187 0.261954 3.76804 -1 "insufficient individual entries"
129 8 16 47 individual_fit -9.66478 -8.62676 -9.66449 0.317748 0.668417 -0.775774 2.73031 0 "valid constrained fit"
130 8 16 46 individual_fit -8.96815 -8.62676 -8.8164 0.50454 1.18446 0.0723167 4.30213 0 "valid constrained fit"
131 8 16 14 group_fallback nan -8.62676 -8.62676 0.10978 1.76187 0.261954 3.76804 -1 "insufficient individual entries"
132 8 16 62 individual_fit -7.65138 -8.62676 -7.06051 0.301788 2.03903 1.82821 5.33429 0 "valid constrained fit"
133 8 16 48 individual_fit -8.92832 -8.62676 -8.85545 0.301619 1.06115 0.0332625 3.03689 0 "valid constrained fit"
134 8 16 69 individual_fit -7.80074 -8.62676 -7.39177 0.251957 0.856451 1.49694 5.00303 0 "valid constrained fit"
135 8 16 72 individual_fit -9.2853 -8.62676 -9.31248 0.294164 1.3181 -0.423769 2.31936 0 "valid constrained fit"
136 8 17 172 group_fallback -7.54262 -8.9913 -8.9913 0.0861709 2.06894 -0.102588 3.38963 0 "individual constrained fit failed quality criteria"
137 8 17 134 individual_fit -9.59666 -8.9913 -9.33318 0.29527 1.45444 -0.44447 3.04775 0 "valid constrained fit"
138 8 17 104 individual_fit -9.60276 -8.9913 -8.90696 0.257716 1.01173 -0.0182483 3.93497 0 "valid constrained fit"
139 8 17 169 individual_fit -9.19593 -8.9913 -9.09105 0.270886 1.40266 -0.202334 4.17379 0 "valid constrained fit"
140 8 17 0 unused nan -8.9913 nan nan nan 0 0 -1 "known unused pixel"
141 8 17 149 individual_fit -8.95238 -8.9913 -8.7444 0.540555 2.24701 0.144314 2.78108 0 "valid constrained fit"
142 8 17 12 group_fallback nan -8.9913 -8.9913 0.0861709 2.06894 -0.102588 3.38963 -1 "insufficient individual entries"
143 8 17 0 unused nan -8.9913 nan nan nan 0 0 -1 "known unused pixel"
144 9 18 66 individual_fit -9.2425 -9.94466 -9.26841 0.356976 1.44884 -0.379695 4.2982 0 "valid constrained fit"
145 9 18 0 unused nan -9.94466 nan nan nan 0 0 -1 "known unused pixel"
146 9 18 12 group_fallback nan -9.94466 -9.94466 0.207435 2.1612 -1.05595 1.29544 -1 "insufficient individual entries"
147 9 18 0 group_fallback nan -9.94466 -9.94466 0.207435 2.1612 -1.05595 1.29544 -1 "insufficient individual entries"
148 9 18 59 group_fallback -8.96238 -9.94466 -9.94466 0.207435 2.1612 -1.05595 2.57473 0 "individual constrained fit failed quality criteria"
149 9 18 34 group_fallback nan -9.94466 -9.94466 0.207435 2.1612 -1.05595 1.29544 -1 "insufficient individual entries"
150 9 18 25 group_fallback nan -9.94466 -9.94466 0.207435 2.1612 -1.05595 1.29544 -1 "insufficient individual entries"
151 9 18 21 group_fallback nan -9.94466 -9.94466 0.207435 2.1612 -1.05595 1.29544 -1 "insufficient individual entries"
152 9 19 78 individual_fit -8.83003 -9.0517 -9.11844 0.316556 0.930646 -0.229728 2.92448 0 "valid constrained fit"
153 9 19 188 individual_fit -8.67367 -9.0517 -8.55614 0.326751 1.66001 0.332571 2.84448 0 "valid constrained fit"
154 9 19 527 group_fallback -8.99834 -9.0517 -9.0517 0.0489146 2.01135 -0.162986 2.34892 0 "individual constrained fit failed quality criteria"
155 9 19 490 individual_fit -9.55637 -9.0517 -8.98556 0.223298 1.86234 -0.0968499 2.01604 0 "valid constrained fit"
156 9 19 0 unused nan -9.0517 nan nan nan 0 0 -1 "known unused pixel"
157 9 19 51 group_fallback -11.876 -9.0517 -9.0517 0.0489146 2.01135 -0.162986 2.34892 0 "individual constrained fit failed quality criteria"
158 9 19 529 group_fallback -8.00176 -9.0517 -9.0517 0.0489146 2.01135 -0.162986 2.34892 0 "individual constrained fit failed quality criteria"
159 9 19 481 individual_fit -9.31505 -9.0517 -8.7975 0.197974 1.8679 0.0912155 3.91258 0 "valid constrained fit"
160 10 20 246 group_fallback -9.64924 -9.75075 -9.75075 0.0864179 2.01787 -0.862038 2.86418 0 "individual constrained fit failed quality criteria"
161 10 20 0 group_fallback nan -9.75075 -9.75075 0.0864179 2.01787 -0.862038 -1.27399 -1 "insufficient individual entries"
162 10 20 103 group_fallback -11.6267 -9.75075 -9.75075 0.0864179 2.01787 -0.862038 -1.27399 0 "individual constrained fit failed quality criteria"
163 10 20 165 individual_fit -9.282 -9.75075 -9.2077 0.25866 0.993341 -0.318989 -0.0905862 0 "valid constrained fit"
164 10 20 144 group_fallback -9.15377 -9.75075 -9.75075 0.0864179 2.01787 -0.862038 -2.30804 0 "individual constrained fit failed quality criteria"
165 10 20 53 individual_fit -8.5273 -9.75075 -7.97655 0.323469 1.91217 0.912167 -1.39608 0 "valid constrained fit"
166 10 20 29 group_fallback nan -9.75075 -9.75075 0.0864179 2.01787 -0.862038 -1.27399 -1 "insufficient individual entries"
167 10 20 152 individual_fit -9.08291 -9.75075 -8.93837 0.759806 1.91099 -0.0496592 -0.646566 0 "valid constrained fit"
168 10 21 161 individual_fit -9.21202 -9.09159 -9.03022 0.213168 1.24855 -0.141508 0.404898 0 "valid constrained fit"
169 10 21 388 individual_fit -8.74166 -9.09159 -8.88039 0.176079 1.46935 0.00832009 0.743409 0 "valid constrained fit"
170 10 21 347 group_fallback -9.19922 -9.09159 -9.09159 0.0607723 1.96643 -0.202878 -0.921991 0 "individual constrained fit failed quality criteria"
171 10 21 100 individual_fit -9.39299 -9.09159 -9.23906 0.526648 1.83082 -0.350351 -0.905337 0 "valid constrained fit"
172 10 21 0 unused nan -9.09159 nan nan nan 0 0 -1 "known unused pixel"
173 10 21 23 group_fallback nan -9.09159 -9.09159 0.0607723 1.96643 -0.202878 -0.516236 -1 "insufficient individual entries"
174 10 21 274 individual_fit -8.93448 -9.09159 -8.73371 0.573948 2.39796 0.155003 -0.826444 0 "valid constrained fit"
175 10 21 0 unused nan -9.09159 nan nan nan 0 0 -1 "known unused pixel"
176 11 22 0 unused nan -9.20697 nan nan nan 0 0 -1 "known unused pixel"
177 11 22 15 group_fallback nan -9.20697 -9.20697 0.0867719 1.94265 -0.318255 -0.576092 -1 "insufficient individual entries"
178 11 22 29 group_fallback nan -9.20697 -9.20697 0.0867719 1.94265 -0.318255 -0.576092 -1 "insufficient individual entries"
179 11 22 40 individual_fit -8.74097 -9.20697 -8.78564 0.390537 1.39291 0.103073 -1.79299 0 "valid constrained fit"
180 11 22 99 individual_fit -9.09517 -9.20697 -9.01776 0.340889 1.35466 -0.129045 -1.62405 0 "valid constrained fit"
181 11 22 14 group_fallback nan -9.20697 -9.20697 0.0867719 1.94265 -0.318255 -0.576092 -1 "insufficient individual entries"
182 11 22 96 individual_fit -9.17044 -9.20697 -9.37637 0.280637 1.12606 -0.487661 -3.74705 0 "valid constrained fit"
183 11 22 367 individual_fit -8.91444 -9.20697 -8.65814 0.210259 1.74132 0.230572 1.95805 0 "valid constrained fit"
184 11 23 460 individual_fit -9.17795 -9.83909 -8.4478 0.091579 2.24658 0.440915 1.92599 0 "valid constrained fit"
185 11 23 13 group_fallback nan -9.83909 -9.83909 0.0917432 1.88259 -0.950377 -0.654758 -1 "insufficient individual entries"
186 11 23 39 individual_fit -9.72107 -9.83909 -11.7286 0.31367 0.558357 -2.8399 -2.54428 0 "valid constrained fit"
187 11 23 31 group_fallback nan -9.83909 -9.83909 0.0917432 1.88259 -0.950377 -0.654758 -1 "insufficient individual entries"
188 11 23 0 unused nan -9.83909 nan nan nan 0 0 -1 "known unused pixel"
189 11 23 82 individual_fit -12.3583 -9.83909 -9.3962 0.773508 0.903911 -0.507483 -0.211864 0 "valid constrained fit"
190 11 23 7 group_fallback nan -9.83909 -9.83909 0.0917432 1.88259 -0.950377 -0.654758 -1 "insufficient individual entries"
191 11 23 21 group_fallback nan -9.83909 -9.83909 0.0917432 1.88259 -0.950377 -0.654758 -1 "insufficient individual entries"
192 12 24 299 individual_fit -8.88209 -9.47345 -8.93514 0.224106 2.04949 -0.0464272 7.0576 0 "valid constrained fit"
193 12 24 21 group_fallback nan -9.47345 -9.47345 0.107164 2.02085 -0.58474 5.35221 -1 "insufficient individual entries"
194 12 24 11 group_fallback nan -9.47345 -9.47345 0.107164 2.02085 -0.58474 5.35221 -1 "insufficient individual entries"
195 12 24 0 unused nan -9.47345 nan nan nan 0 0 -1 "known unused pixel"
196 12 24 64 individual_fit -9.05988 -9.47345 -8.8686 0.459988 1.73689 0.020108 6.65973 0 "valid constrained fit"
197 12 24 43 group_fallback -10.5239 -9.47345 -9.47345 0.107164 2.02085 -0.58474 5.35221 0 "individual constrained fit failed quality criteria"
198 12 24 74 individual_fit -9.79204 -9.47345 -9.46436 0.543711 1.0837 -0.575644 3.51521 0 "valid constrained fit"
199 12 24 0 unused nan -9.47345 nan nan nan 0 0 -1 "known unused pixel"
200 12 25 3 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
201 12 25 8 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
202 12 25 7 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
203 12 25 1 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
204 12 25 1 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
205 12 25 15 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
206 12 25 9 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
207 12 25 11 retained_existing nan nan nan nan nan 0 0 -1 "invalid group fit and insufficient individual entries"
208 13 26 68 group_fallback -4.816 -8.57654 -8.57654 0.085519 2.97321 0.312172 2.06467 1 "individual constrained fit failed quality criteria"
209 13 26 220 individual_fit -9.75195 -8.57654 -9.95979 0.828499 3.34509 -1.07108 2.24517 0 "valid constrained fit"
210 13 26 285 individual_fit -8.02006 -8.57654 -8.91072 0.405104 1.93302 -0.022006 1.91385 0 "valid constrained fit"
211 13 26 240 individual_fit -8.01401 -8.57654 -9.04989 0.230707 1.58115 -0.161177 0.356685 0 "valid constrained fit"
212 13 26 106 group_fallback -7.30272 -8.57654 -8.57654 0.085519 2.97321 0.312172 2.06467 0 "individual constrained fit failed quality criteria"
213 13 26 0 unused nan -8.57654 nan nan nan 0 0 -1 "known unused pixel"
214 13 26 235 individual_fit -11.7417 -8.57654 -12.2684 0.195184 3.9863 -3.37965 -1.62716 0 "valid constrained fit"
215 13 26 261 individual_fit -8.52754 -8.57654 -9.11948 0.145691 1.24813 -0.230769 -1.34886 0 "valid constrained fit"
216 13 27 46 individual_fit -5.25086 -7.55816 -7.66472 0.589065 1.2333 1.22399 -1.64963 0 "valid constrained fit"
217 13 27 77 group_fallback -8.41994 -7.55816 -7.55816 0.260176 2.35796 1.33056 -0.834815 0 "individual constrained fit failed quality criteria"
218 13 27 26 group_fallback nan -7.55816 -7.55816 0.260176 2.35796 1.33056 1.367 -1 "insufficient individual entries"
219 13 27 28 group_fallback nan -7.55816 -7.55816 0.260176 2.35796 1.33056 1.367 -1 "insufficient individual entries"
220 13 27 0 unused nan -7.55816 nan nan nan 0 0 -1 "known unused pixel"
221 13 27 28 group_fallback nan -7.55816 -7.55816 0.260176 2.35796 1.33056 1.367 -1 "insufficient individual entries"
222 13 27 15 group_fallback nan -7.55816 -7.55816 0.260176 2.35796 1.33056 1.367 -1 "insufficient individual entries"
223 13 27 0 group_fallback nan -7.55816 -7.55816 0.260176 2.35796 1.33056 1.367 -1 "insufficient individual entries"
224 14 28 53 individual_fit -6.17112 -8.45015 -5.11926 1.00419 3.02757 3.76945 5.84945 0 "valid constrained fit"
225 14 28 14 group_fallback nan -8.45015 -8.45015 0.149585 2.43899 0.438558 2.51856 -1 "insufficient individual entries"
226 14 28 27 group_fallback nan -8.45015 -8.45015 0.149585 2.43899 0.438558 2.51856 -1 "insufficient individual entries"
227 14 28 73 group_fallback -8.4454 -8.45015 -8.45015 0.149585 2.43899 0.438558 3.59413 0 "individual constrained fit failed quality criteria"
228 14 28 43 individual_fit -8.93684 -8.45015 -8.89503 0.175048 0.500001 -0.0063194 1.53406 0 "valid constrained fit"
229 14 28 43 individual_fit -9.55442 -8.45015 -9.13898 0.64603 1.50542 -0.25027 0.89437 0 "valid constrained fit"
230 14 28 52 individual_fit -7.57172 -8.45015 -6.83904 0.165357 0.5 2.04968 1.28759 0 "valid constrained fit"
231 14 28 50 individual_fit -8.2365 -8.45015 -8.19808 0.418305 1.05856 0.690636 2.05506 0 "valid constrained fit"
232 14 29 98 individual_fit -8.86457 -8.80281 -8.82051 0.591951 1.81916 0.0682034 0.876322 0 "valid constrained fit"
233 14 29 170 group_fallback -8.98847 -8.80281 -8.80281 0.0784764 2.18464 0.0858997 1.8724 0 "individual constrained fit failed quality criteria"
234 14 29 209 group_fallback -7.93504 -8.80281 -8.80281 0.0784764 2.18464 0.0858997 0.912609 0 "individual constrained fit failed quality criteria"
235 14 29 159 individual_fit -9.02998 -8.80281 -8.79808 0.22121 1.39264 0.0906293 1.2284 0 "valid constrained fit"
236 14 29 0 unused nan -8.80281 nan nan nan 0 0 -1 "known unused pixel"
237 14 29 172 individual_fit -9.05433 -8.80281 -9.07462 0.399793 1.91775 -0.185912 -0.933118 0 "valid constrained fit"
238 14 29 93 individual_fit -10.2399 -8.80281 -10.7606 0.380403 0.857268 -1.87191 -1.0452 0 "valid constrained fit"
239 14 29 0 unused nan -8.80281 nan nan nan 0 0 -1 "known unused pixel"
240 15 30 84 group_fallback -4.49838 -8.50867 -8.50867 0.170517 2.8909 0.380043 3.18353 0 "individual constrained fit failed quality criteria"
241 15 30 21 group_fallback nan -8.50867 -8.50867 0.170517 2.8909 0.380043 3.18353 -1 "insufficient individual entries"
242 15 30 102 individual_fit -9.09379 -8.50867 -9.06791 0.460628 1.69739 -0.179193 2.29473 0 "valid constrained fit"
243 15 30 16 group_fallback nan -8.50867 -8.50867 0.170517 2.8909 0.380043 3.18353 -1 "insufficient individual entries"
244 15 30 0 unused nan -8.50867 nan nan nan 0 0 -1 "known unused pixel"
245 15 30 14 group_fallback nan -8.50867 -8.50867 0.170517 2.8909 0.380043 3.18353 -1 "insufficient individual entries"
246 15 30 91 individual_fit -8.86006 -8.50867 -8.75503 0.281547 1.6334 0.133687 2.34382 0 "valid constrained fit"
