requested_run,coda_run,timestamp,unix_time,db_validity_header,filename,status
4012,4012,"2025-05-22 13:00:42",1747933242,"-------[ 2025-05-22 13:00:42 ]","/cache/halla/sbs/GEp/raw/gep5_4012.evio.0.0",OK
