# CDet hierarchical eight-pixel-group timing diagnostic
# reference median of valid constrained individual centroids
# pixel bar group entries source broad_mu_ns group_mu_ns used_mu_ns used_mu_err_ns used_sigma_ns correction_ns total_offset_ns fit_status reason
596 37 74 0 unused nan -8.873 nan nan nan 0 0 -1 "known unused pixel"
597 37 74 791 group_fallback -8.76735 -8.873 -8.873 0.122779 4.82788 -0.43442 -7.75795 0 "individual constrained fit failed quality criteria"
598 37 74 512 individual_fit -7.54665 -8.873 -6.873 0.825007 4.08113 1.56558 -5.59049 0 "valid constrained fit"
599 37 74 373 individual_fit -9.05109 -8.873 -8.02441 0.336938 2.36824 0.414166 -4.87769 0 "valid constrained fit"
600 37 75 420 individual_fit -8.89653 -10.1767 -8.17667 0.131171 3.6339 0.261906 -6.12894 0 "valid constrained fit"
601 37 75 432 individual_fit -8.85407 -10.1767 -8.17667 0.0894581 3.84544 0.261906 -5.898 0 "valid constrained fit"
602 37 75 259 individual_fit -9.28655 -10.1767 -8.29166 0.349185 2.87783 0.146913 -4.43956 0 "valid constrained fit"
603 37 75 183 individual_fit -8.30462 -10.1767 -8.17667 0.442916 1.24994 0.261905 -5.04853 0 "valid constrained fit"
604 37 75 268 individual_fit -9.1284 -10.1767 -8.17667 0.569245 2.45489 0.261906 -4.4279 0 "valid constrained fit"
605 37 75 0 unused nan -10.1767 nan nan nan 0 0 -1 "known unused pixel"
606 37 75 115 group_fallback -14.1416 -10.1767 -10.1767 0.197445 5.34447 -1.73809 -1.73809 0 "individual constrained fit failed quality criteria"
607 37 75 117 group_fallback -9.0129 -10.1767 -10.1767 0.197445 5.34447 -1.73809 -7.83596 0 "individual constrained fit failed quality criteria"
608 38 76 65 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
609 38 76 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
610 38 76 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
611 38 76 19 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
612 38 76 52 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
613 38 76 12 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
614 38 76 7 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
615 38 76 5 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
616 38 77 18 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
617 38 77 28 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
618 38 77 15 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
619 38 77 4 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
620 38 77 2 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
621 38 77 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
622 38 77 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
623 38 77 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
624 39 78 2 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
625 39 78 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
626 39 78 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
627 39 78 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
628 39 78 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
629 39 78 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
630 39 78 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
631 39 78 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
632 39 79 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
633 39 79 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
634 39 79 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
635 39 79 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
636 39 79 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
637 39 79 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
638 39 79 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
639 39 79 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
640 40 80 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
641 40 80 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
642 40 80 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
643 40 80 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
644 40 80 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
645 40 80 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
646 40 80 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
647 40 80 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
648 40 81 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
649 40 81 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
650 40 81 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
651 40 81 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
652 40 81 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
653 40 81 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
654 40 81 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
655 40 81 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
656 41 82 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
657 41 82 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
658 41 82 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
659 41 82 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
660 41 82 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
661 41 82 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
662 41 82 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
663 41 82 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
664 41 83 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
665 41 83 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
666 41 83 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
667 41 83 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
668 41 83 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
669 41 83 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
670 41 83 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
671 41 83 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
672 42 84 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
673 42 84 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
674 42 84 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
675 42 84 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
676 42 84 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
677 42 84 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
678 42 84 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
679 42 84 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
680 42 85 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
681 42 85 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
682 42 85 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
683 42 85 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
684 42 85 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
685 42 85 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
686 42 85 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
687 42 85 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
688 43 86 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
689 43 86 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
690 43 86 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
691 43 86 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
692 43 86 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
693 43 86 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
694 43 86 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
695 43 86 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
696 43 87 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
697 43 87 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
698 43 87 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
699 43 87 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
700 43 87 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
701 43 87 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
702 43 87 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
703 43 87 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
704 44 88 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
705 44 88 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
706 44 88 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
707 44 88 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
708 44 88 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
709 44 88 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
710 44 88 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
711 44 88 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
712 44 89 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
713 44 89 1 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
714 44 89 1 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
715 44 89 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
716 44 89 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
717 44 89 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
718 44 89 2 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
719 44 89 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
720 45 90 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
721 45 90 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
722 45 90 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
723 45 90 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
724 45 90 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
725 45 90 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
726 45 90 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
727 45 90 14 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
728 45 91 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
729 45 91 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
730 45 91 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
731 45 91 4 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
732 45 91 24 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
733 45 91 6 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
734 45 91 18 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
735 45 91 6 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
736 46 92 0 group_fallback nan -7.90439 -7.90439 0.143537 2.90569 0.534191 0.534191 -1 "insufficient individual entries"
737 46 92 392 individual_fit -7.89188 -7.90439 -7.47174 0.397127 3.15009 0.966839 5.6715 0 "valid constrained fit"
738 46 92 0 unused nan -7.90439 nan nan nan 0 0 -1 "known unused pixel"
739 46 92 50 group_fallback nan -7.90439 -7.90439 0.143537 2.90569 0.534191 0.534191 -1 "insufficient individual entries"
740 46 92 91 group_fallback nan -7.90439 -7.90439 0.143537 2.90569 0.534191 0.534191 -1 "insufficient individual entries"
741 46 92 178 group_fallback -7.46697 -7.90439 -7.90439 0.143537 2.90569 0.534191 6.71812 0 "individual constrained fit failed quality criteria"
742 46 92 7 group_fallback nan -7.90439 -7.90439 0.143537 2.90569 0.534191 0.534191 -1 "insufficient individual entries"
743 46 92 16 group_fallback nan -7.90439 -7.90439 0.143537 2.90569 0.534191 0.534191 -1 "insufficient individual entries"
744 46 93 3 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
745 46 93 4 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
746 46 93 5 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
747 46 93 1 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
748 46 93 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
749 46 93 1 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
750 46 93 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
751 46 93 5 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
752 47 94 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
753 47 94 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
754 47 94 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
755 47 94 1 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
756 47 94 4 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
757 47 94 6 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
758 47 94 6 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
759 47 94 3 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
760 47 95 27 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
761 47 95 24 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
762 47 95 34 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
763 47 95 26 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
764 47 95 30 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
765 47 95 53 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
766 47 95 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
767 47 95 16 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
768 48 96 19 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
769 48 96 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
770 48 96 2 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
771 48 96 24 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
772 48 96 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
773 48 96 118 retained_existing nan nan nan nan nan 0 9.52179 -1 "invalid eight-pixel group fit"
774 48 96 42 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
775 48 96 3 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
776 48 97 1 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
777 48 97 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
778 48 97 52 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
779 48 97 16 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
780 48 97 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
781 48 97 3 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
782 48 97 1 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
783 48 97 5 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
784 49 98 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
785 49 98 2 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
786 49 98 3 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
787 49 98 1 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
788 49 98 3 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
789 49 98 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
790 49 98 2 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
791 49 98 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
792 49 99 3 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
793 49 99 22 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
794 49 99 4 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
795 49 99 11 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
796 49 99 3 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
797 49 99 4 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
798 49 99 5 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
799 49 99 1 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
800 50 100 0 unused nan -7.7152 nan nan nan 0 0 -1 "known unused pixel"
801 50 100 12 group_fallback nan -7.7152 -7.7152 0.13811 3.93685 0.723378 0.723378 -1 "insufficient individual entries"
802 50 100 1411 individual_fit -7.92533 -7.7152 -7.85606 0.340257 4.05767 0.582519 -6.75727 0 "valid constrained fit"
803 50 100 0 group_fallback nan -7.7152 -7.7152 0.13811 3.93685 0.723378 0.723378 -1 "insufficient individual entries"
804 50 100 109 group_fallback -5.15151 -7.7152 -7.7152 0.13811 3.93685 0.723378 2.45314 0 "individual constrained fit failed quality criteria"
805 50 100 189 individual_fit -7.95902 -7.7152 -7.70494 0.4755 3.29688 0.733641 2.93979 0 "valid constrained fit"
806 50 100 225 group_fallback -7.39283 -7.7152 -7.7152 0.13811 3.93685 0.723378 3.30719 0 "individual constrained fit failed quality criteria"
807 50 100 293 individual_fit -8.24858 -7.7152 -8.7349 0.519644 3.77816 -0.296321 3.18088 0 "valid constrained fit"
808 50 101 236 individual_fit -8.50414 -8.12192 -8.3323 0.636457 3.80818 0.106276 2.58357 0 "valid constrained fit"
809 50 101 385 group_fallback -7.89238 -8.12192 -8.12192 0.115768 3.83287 0.316652 2.25697 0 "individual constrained fit failed quality criteria"
810 50 101 327 individual_fit -7.45404 -8.12192 -7.43771 0.500424 4.38296 1.00087 3.02893 0 "valid constrained fit"
811 50 101 265 individual_fit -8.09201 -8.12192 -8.02969 0.421882 3.06083 0.408882 2.22554 0 "valid constrained fit"
812 50 101 0 unused nan -8.12192 nan nan nan 0 0 -1 "known unused pixel"
813 50 101 4 group_fallback nan -8.12192 -8.12192 0.115768 3.83287 0.316652 0.316652 -1 "insufficient individual entries"
814 50 101 301 individual_fit -8.17973 -8.12192 -7.74406 0.557414 3.7067 0.694517 3.85352 0 "valid constrained fit"
815 50 101 34 group_fallback nan -8.12192 -8.12192 0.115768 3.83287 0.316652 0.316652 -1 "insufficient individual entries"
816 51 102 34 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
817 51 102 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
818 51 102 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
819 51 102 24 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
820 51 102 37 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
821 51 102 8 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
822 51 102 101 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
823 51 102 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
824 51 103 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
825 51 103 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
826 51 103 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
827 51 103 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
828 51 103 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
829 51 103 1 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
830 51 103 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
831 51 103 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
832 52 104 335 individual_fit -7.79326 -8.12227 -7.27601 0.331152 2.32511 1.16257 6.29128 0 "valid constrained fit"
833 52 104 268 individual_fit -8.289 -8.12227 -7.06176 0.37023 1.70348 1.37681 5.13724 0 "valid constrained fit"
834 52 104 28 group_fallback nan -8.12227 -8.12227 0.259147 2.86505 0.316311 0.316311 -1 "insufficient individual entries"
835 52 104 46 group_fallback nan -8.12227 -8.12227 0.259147 2.86505 0.316311 0.316311 -1 "insufficient individual entries"
836 52 104 18 group_fallback nan -8.12227 -8.12227 0.259147 2.86505 0.316311 0.316311 -1 "insufficient individual entries"
837 52 104 34 group_fallback nan -8.12227 -8.12227 0.259147 2.86505 0.316311 0.316311 -1 "insufficient individual entries"
838 52 104 39 group_fallback nan -8.12227 -8.12227 0.259147 2.86505 0.316311 0.316311 -1 "insufficient individual entries"
839 52 104 0 group_fallback nan -8.12227 -8.12227 0.259147 2.86505 0.316311 0.316311 -1 "insufficient individual entries"
840 52 105 7 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
841 52 105 3 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
842 52 105 3 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
843 52 105 9 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
844 52 105 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
845 52 105 5 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
846 52 105 1 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
847 52 105 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
848 53 106 5 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
849 53 106 1 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
850 53 106 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
851 53 106 1 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
852 53 106 2 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
853 53 106 1 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
854 53 106 2 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
855 53 106 7 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
856 53 107 2 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
857 53 107 2 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
858 53 107 6 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
859 53 107 2 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
860 53 107 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
861 53 107 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
862 53 107 3 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
863 53 107 30 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
864 54 108 34 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
865 54 108 207 retained_existing nan nan nan nan nan 0 12.8082 -1 "invalid eight-pixel group fit"
866 54 108 41 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
867 54 108 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
868 54 108 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
869 54 108 29 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
870 54 108 46 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
871 54 108 11 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
872 54 109 3 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
873 54 109 32 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
874 54 109 31 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
875 54 109 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
876 54 109 30 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
877 54 109 3 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
878 54 109 7 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
879 54 109 95 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
880 55 110 0 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
881 55 110 8 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
882 55 110 10 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
883 55 110 13 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
884 55 110 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
885 55 110 0 unused nan nan nan nan nan 0 0 -1 "known unused pixel"
886 55 110 12 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
887 55 110 17 retained_existing nan nan nan nan nan 0 0 -1 "invalid eight-pixel group fit"
888 55 111 162 individual_fit -7.59045 -8.42882 -6.57598 0.553234 2.11853 1.8626 14.8771 0 "valid constrained fit"
