event_index	pair_index	fold	layer	pixel	half_bar	ecal_time_ns	cdet_time_master_ns	cdet_time_candidate_ns	tot_ns
0	0	0	1	428	26	12.5770409145	32.2831724088	31.5390775294	5.496
0	0	0	2	1773	110	12.5770409145	32.4444203276	31.7003254482	9.937
1	0	0	1	485	30	9.78873385554	27.7741772734	27.1950468733	7.26
1	0	0	2	1829	114	9.78873385554	28.5823883566	28.0032579564	12.378
2	0	0	1	1097	68	13.6346419295	28.751249786	27.9445841076	10.315
2	0	0	2	2444	152	13.6346419295	29.5623061882	28.7556405098	4.252
3	0	0	1	422	26	9.60841993477	27.4466911449	26.8782286487	6.252
3	0	0	2	1768	110	9.60841993477	27.4615461442	26.8930836481	15.276
4	0	0	1	597	37	14.577837079	23.5345190778	22.6720511892	8.346
4	0	0	2	1946	121	14.577837079	29.0441251218	28.1816572332	19.779
5	0	0	1	1079	67	10.5518152987	31.0761602249	30.4518836733	6.126
5	0	0	2	2425	151	10.5518152987	33.1631180899	32.5388415383	7.78
6	0	0	1	445	27	8.080356354	29.6457308388	29.1676730964	6.834
6	0	0	2	1792	112	8.080356354	32.6908463831	32.2127886406	8.945
7	0	0	1	966	60	14.4018023922	30.2382810832	29.3862279265	12.614
7	0	0	2	2310	144	14.4018023922	28.6410351645	27.7889820078	13.685
8	0	0	1	1024	64	13.1852098482	26.6005104021	25.8204344528	4.347
8	0	0	2	2370	148	13.1852098482	32.2291597659	31.4490838166	5.968
9	0	0	1	1021	63	10.5568708997	23.989641423	23.3650657671	11.338
9	0	0	2	2368	148	10.5568708997	26.6845541152	26.0599784593	20.787
10	0	0	1	1214	75	10.7046846199	30.2610917188	29.6277709668	12.709
10	0	0	2	2564	160	10.7046846199	31.5157833569	30.8824626048	9.606
11	0	0	1	493	30	11.6192136518	27.8160269469	27.1285999568	4.22
11	0	0	2	1840	115	11.6192136518	29.6188955873	28.9314685972	7.701
12	0	0	1	438	27	11.7544413271	31.3570141199	30.6615866612	15.559
12	0	0	2	1783	111	11.7544413271	30.1770484429	29.4816209842	6.897
13	0	0	1	488	30	15.4742089525	29.5577740404	28.6422741449	13.842
13	0	0	2	1832	114	15.4742089525	31.1294518473	30.2139519518	9.087
14	0	0	1	917	57	15.1218309035	31.4914441824	30.5967920128	23.811
14	0	0	2	2258	141	15.1218309035	31.8116637309	30.9170115613	9.401
15	0	0	1	413	25	13.4903468486	31.077888185	30.2797594297	8.63
15	0	0	2	1760	110	13.4903468486	29.9148305455	29.1167017902	11.559
16	0	0	1	809	50	24.0291164144	33.2701640313	31.8485305484	9.401
16	0	0	2	2149	134	24.0291164144	35.734677768	34.3130442851	5.15
17	0	0	1	470	29	12.0467622743	31.8484710388	31.1357490097	10.441
17	0	0	2	1817	113	12.0467622743	30.4835525831	29.770830554	4.882
18	0	0	1	490	30	12.437729912	28.8634097581	28.127556929	5.071
18	0	0	2	1837	114	12.437729912	25.2658419962	24.5299891671	9.008
19	0	0	1	1224	76	25.0824883118	32.2650969616	30.7811428868	15.59
19	0	0	2	2575	160	25.0824883118	32.9651072633	31.4811531885	6.551
20	0	0	1	1061	66	15.7138883044	30.2335590518	29.3038790181	9.307
20	0	0	2	2410	150	15.7138883044	31.5348871952	30.6052071614	9.969
21	0	0	1	981	61	15.9523057049	26.7184826614	25.7746971502	9.134
21	0	0	2	2326	145	15.9523057049	27.1177220557	26.1739365446	5.212
