event_index	pair_index	fold	layer	pixel	half_bar	ecal_time_ns	cdet_time_master_ns	cdet_time_candidate_ns	tot_ns
0	0	0	1	1103	68	21.8865258865	34.6563458928	36.9392485745	11.276
0	0	0	2	2452	153	21.8865258865	33.0769719698	35.3598746514	7.37
1	0	0	1	1211	75	18.7434459746	29.2168735463	31.1719331707	4.22
1	0	0	2	2562	160	18.7434459746	31.5521242224	33.5071838468	14.945
2	0	0	1	1213	75	23.114649617	29.4534324583	31.8644361905	4.032
2	0	0	2	2562	160	23.114649617	29.6742993093	32.0853030414	16
3	0	0	1	108	6	22.6727797431	27.6992107454	30.0641246629	29.748
3	0	0	2	1449	90	22.6727797431	30.9053816455	33.2702955631	10.724
4	0	0	1	474	29	21.7248485137	18.653079108	20.91911782	6.85
4	0	0	2	1817	113	21.7248485137	30.2952408967	32.5612796087	12.598
5	0	0	1	490	30	21.3423126874	26.3710200825	28.5971578953	14.346
5	0	0	2	1835	114	21.3423126874	30.0596105736	32.2857483864	13.118
6	0	0	1	1223	76	17.5197972026	30.7209425708	32.5483679111	6.992
6	0	0	2	2573	160	17.5197972026	30.1940473053	32.0214726456	13.433
7	0	0	1	489	30	20.7730773897	30.8594034473	33.0261664286	12.284
7	0	0	2	1837	114	20.7730773897	28.4894553221	30.6562183034	8.472
8	0	0	1	472	29	22.1989590704	19.4677539382	21.7832453714	8.519
8	0	0	2	1817	113	22.1989590704	32.1402388045	34.4557302377	10.74
9	0	0	1	920	57	24.7024556769	28.9144915586	31.4911134766	18.74
9	0	0	2	2263	141	24.7024556769	28.8452910887	31.4219130067	12.032
10	0	0	1	377	23	26.374619159	29.6261389988	32.3771781138	7.622
10	0	0	2	1722	107	26.374619159	29.4613553579	32.2123944729	15.401
11	0	0	1	455	28	21.0741718837	32.5015420304	34.6997110663	12.551
11	0	0	2	1800	112	21.0741718837	31.7100883146	33.9082573505	14.519
12	0	0	1	547	34	17.365326242	26.9106341335	28.7219471784	8.473
12	0	0	2	1894	118	17.365326242	30.3146010868	32.1259141317	13.307
13	0	0	1	1250	78	20.5873184174	30.9010005654	33.0483877143	4.535
13	0	0	2	2599	162	20.5873184174	29.4128773502	31.5602644991	14.252
14	0	0	1	487	30	21.252897308	29.8084230192	32.025234244	19.244
14	0	0	2	1831	114	21.252897308	26.6295070586	28.8463182834	15.748
15	0	0	1	1272	79	21.4930247637	29.6549588315	31.8968168644	9.811
15	0	0	2	2622	163	21.4930247637	32.0805145411	34.3223725739	7.465
16	0	0	1	443	27	24.3351672961	29.7616000071	32.2999114306	5.401
16	0	0	2	1790	111	24.3351672961	30.2709327973	32.8092442209	5.748
17	0	0	1	1213	75	22.7492264788	28.8901119746	31.2629997688	9.716
17	0	0	2	2562	160	22.7492264788	28.1730043252	30.5458921194	17.197
18	0	0	1	437	27	21.9160039641	33.3404475309	35.6264249619	8.031
18	0	0	2	1783	111	21.9160039641	31.807850546	34.0938279771	15.811
19	0	0	1	1004	62	22.3263361149	32.3824561653	34.7112338275	11.622
19	0	0	2	2350	146	22.3263361149	28.8115508538	31.140328516	7.055
20	0	0	1	478	29	24.6609650855	31.5149882285	34.0872824161	11.496
20	0	0	2	1826	114	24.6609650855	29.3541149077	31.9264090953	9.134
21	0	0	1	795	49	24.1355130106	25.5453393784	28.0628256008	10.788
21	0	0	2	2135	133	24.1355130106	23.7186595289	26.2361457513	19.905
22	0	0	1	1061	66	29.0181150773	37.0537357054	40.0805081164	8.913
22	0	0	2	2410	150	29.0181150773	32.1007907781	35.1275631891	13.685
23	0	0	1	478	29	25.1620044697	26.1464523818	28.7710081371	13.023
23	0	0	2	1825	114	25.1620044697	25.6979965411	28.3225522964	7.276
24	0	0	1	894	55	29.2672323793	30.6344053141	33.6871622308	11.843
24	0	0	2	2235	139	29.2672323793	30.0705738668	33.1233307835	8.945
25	0	0	1	486	30	23.2455355271	31.1569289244	33.5815848824	16.725
25	0	0	2	1831	114	23.2455355271	31.6276039619	34.0522599199	11.26
26	0	0	1	916	57	25.4708833608	29.0829824065	31.7397561782	15.906
26	0	0	2	2258	141	25.4708833608	29.7297568879	32.3865306595	4.347
27	0	0	1	1105	69	18.7978640836	30.7687093153	32.7294450917	8.063
27	0	0	2	2454	153	18.7978640836	32.2757153545	34.2364511309	13.716
28	0	0	1	380	23	19.2275855486	33.5966612941	35.6022197294	6.535
28	0	0	2	1728	108	19.2275855486	35.5750805382	37.5806389735	8.378
29	0	0	1	490	30	22.2716699623	30.1539774219	32.4770530597	11.811
29	0	0	2	1838	114	22.2716699623	30.8354099714	33.1584856091	7.338
30	0	0	1	487	30	23.6028065268	30.525515019	32.9874365955	14.157
30	0	0	2	1832	114	23.6028065268	30.0997061668	32.5616277433	10.346
31	0	0	1	429	26	18.4644504065	32.2144766387	34.1404352658	4.409
31	0	0	2	1775	110	18.4644504065	30.6699430427	32.5959016698	12.961
32	0	0	1	519	32	22.2939918692	32.8288418095	35.1542457629	6.409
32	0	0	2	1866	116	22.2939918692	32.5885554592	34.9139594127	9.685
33	0	0	1	932	58	28.1269139426	22.3869138789	25.320728391	8.567
33	0	0	2	2277	142	28.1269139426	24.5176707222	27.4514852344	4.788
34	0	0	1	1097	68	20.2305232188	33.005047368	35.1152185275	5.212
34	0	0	2	2445	152	20.2305232188	34.1290389433	36.2392101028	5.906
35	0	0	1	582	36	19.1732793943	29.7306501336	31.7305440945	11.181
35	0	0	2	1945	121	19.1732793943	30.3095463186	32.3094402795	12.095
36	0	0	1	1217	76	20.4986451178	27.4790212692	29.6171592338	10
36	0	0	2	2565	160	20.4986451178	31.5990582882	33.7371962528	13.212
37	0	0	1	431	26	22.9572148895	32.8806533638	35.275235661	7.071
37	0	0	2	1779	111	22.9572148895	29.97133244	32.3659147372	6.504
38	0	0	1	485	30	20.6855456784	27.067406763	29.2250396347	16.63
38	0	0	2	1829	114	20.6855456784	29.9400572629	32.0976901346	12.819
39	0	0	1	1031	64	20.2738193551	26.1534892764	28.2681764959	6.599
39	0	0	2	2376	148	20.2738193551	38.867239188	40.9819264076	10.583
40	0	0	1	737	46	22.3645135025	30.7685495572	33.1013093617	8.157
40	0	0	2	2077	129	22.3645135025	31.6543271053	33.9870869098	8.74
41	0	0	1	593	37	15.5370116364	32.0396531413	33.6602614423	6.221
41	0	0	2	1944	121	15.5370116364	29.3229334771	30.943541778	11.433
42	0	0	1	489	30	22.981399371	29.8283943914	32.2254992825	6.504
42	0	0	2	1834	114	22.981399371	28.4526408782	30.8497457693	14.661
43	0	0	1	1094	68	21.9510949727	36.109803974	38.3994416185	9.811
43	0	0	2	2442	152	21.9510949727	35.3712519591	37.6608896037	6.708
44	0	0	1	1065	66	26.6751780371	30.9600283414	33.7424176429	9.622
44	0	0	2	2411	150	26.6751780371	31.2250813364	34.007470638	9.937
45	0	0	1	1218	76	22.9903907086	31.9329259208	34.3309686651	7.78
45	0	0	2	2567	160	22.9903907086	30.973820451	33.3718631954	5.15
46	0	0	1	1246	77	22.1886184135	29.2206675888	31.5350804262	7.528
46	0	0	2	2596	162	22.1886184135	28.2028773176	30.5172901551	18.441
46	1	0	1	1245	77	22.1886184135	31.2533172883	33.5677301257	13.654
46	1	0	2	2597	162	22.1886184135	28.7476173524	31.0620301898	18.473
47	0	0	1	1212	75	20.5982449779	30.6944167595	32.8429436176	6.126
47	0	0	2	2561	160	20.5982449779	28.999316819	31.1478436771	12.441
48	0	0	1	490	30	24.7671298884	27.2007692934	29.7841371396	15.228
48	0	0	2	1834	114	24.7671298884	28.8816880574	31.4650559035	15.134
49	0	0	1	440	27	22.2596773764	26.4318584943	28.7536832297	9.78
49	0	0	2	1787	111	22.2596773764	26.5649551157	28.8867798511	17.748
50	0	0	1	1100	68	19.4367438227	33.6723455208	35.6997204832	10.536
50	0	0	2	2447	152	19.4367438227	37.5465251907	39.5739001531	5.748
51	0	0	1	1211	75	20.0453946238	26.9208751495	29.011736229	8.252
51	0	0	2	2561	160	20.0453946238	28.8146582442	30.9055193237	8.567
52	0	0	1	999	62	22.1486597651	22.0593505856	24.369595484	9.937
52	0	0	2	2344	146	22.1486597651	22.942094327	25.2523392254	8.834
53	0	0	1	582	36	18.7338416435	31.1412923971	33.0953502292	10.693
53	0	0	2	1931	120	18.7338416435	29.7465639119	31.7006217439	4.315
54	0	0	1	440	27	20.7287694135	33.2398238993	35.4019652792	4.378
54	0	0	2	1785	111	20.7287694135	34.5645832458	36.7267246257	4.771
56	0	0	1	430	26	20.4586898709	29.1412022528	31.2751726331	11.402
56	0	0	2	1777	111	20.4586898709	27.1936836673	29.3276540476	9.748
57	0	0	1	488	30	23.469009649	31.6764084865	34.1243742048	13.386
57	0	0	2	1833	114	23.469009649	31.6619763092	34.1099420275	12.063
58	0	0	1	1040	65	27.5835241758	28.1800248932	31.0571604257	5.244
58	0	0	2	2400	150	27.5835241758	28.2490731338	31.1262086662	18.063
59	0	0	1	558	34	26.0492213801	28.2497171944	30.9668152689	13.685
59	0	0	2	1907	119	26.0492213801	26.3712897675	29.088387842	10.96
60	0	0	1	429	26	20.0422001839	32.7211217668	34.8116496461	5.591
60	0	0	2	1775	110	20.0422001839	32.7739134913	34.8644413705	11.339
