event_index	pair_index	fold	layer	pixel	half_bar	ecal_time_ns	cdet_time_master_ns	cdet_time_candidate_ns	tot_ns
0	0	0	1	77	4	21.1763406592	32.1037090824	31.6102676055	12.662
0	0	0	2	1416	88	21.1763406592	24.5694001614	24.0759586845	12.378
1	0	0	1	510	31	8.07226965653	29.6583826137	29.4702862507	15.464
1	0	0	2	1859	116	8.07226965653	31.2579760292	31.0698796662	13.748
2	0	0	1	469	29	14.4482408214	31.9586471953	31.6219808466	9.276
2	0	0	2	1815	113	14.4482408214	31.6838848438	31.3472184951	13.197
3	0	0	1	1095	68	10.5291302289	35.2727482245	35.0274032117	12.347
3	0	0	2	2442	152	10.5291302289	34.3755447693	34.1301997564	13.685
4	0	0	1	432	27	17.3265801613	24.5718492105	24.1681131051	17.37
4	0	0	2	1780	111	17.3265801613	26.09231448	25.6885783746	14.284
5	0	0	1	565	35	6.57735402458	22.6657573321	22.5124948145	14.74
5	0	0	2	1913	119	6.57735402458	26.0130854344	25.8598229167	8.677
6	0	0	1	310	19	16.9989432338	25.3561267581	24.9600250997	14.063
6	0	0	2	1653	103	16.9989432338	26.0524732588	25.6563716003	17.071
8	0	0	1	301	18	13.8461757407	25.7166301194	25.3939928179	12.992
8	0	0	2	1643	102	13.8461757407	28.3027289515	27.98009165	6.441
9	0	0	1	1269	79	9.23551090629	30.5700737164	30.3548720338	11.527
9	0	0	2	2619	163	9.23551090629	29.8854213308	29.6702196482	13.166
10	0	0	1	238	14	19.8511218648	33.8258767446	33.3633149145	6.063
10	0	0	2	1579	98	19.8511218648	32.3713373552	31.9087755251	10
11	0	0	1	144	9	19.3478414482	28.9004499941	28.4496153758	15.307
11	0	0	2	1485	92	19.3478414482	31.524497694	31.0736630757	14.031
12	0	0	1	455	28	10.3153191141	26.8850515771	26.6446886939	22.536
12	0	0	2	1800	112	10.3153191141	27.1767505021	26.9363876189	15.134
13	0	0	1	334	20	14.0093392204	28.4217286426	28.0952893797	9.59
13	0	0	2	1678	104	14.0093392204	28.0715273592	27.7450880963	14.709
14	0	0	1	1079	67	11.6109853389	27.3910935738	27.1205396643	16.977
14	0	0	2	2425	151	11.6109853389	28.2188609524	27.9483070429	14.645
15	0	0	1	1010	63	16.9707213495	28.1097820605	27.7143380156	12.095
15	0	0	2	2356	147	16.9707213495	34.2808973724	33.8854533275	11.213
16	0	0	1	413	25	9.7072882892	30.7917467489	30.5655519239	13.213
16	0	0	2	1760	110	9.7072882892	29.97364325	29.747448425	15.591
17	0	0	1	795	49	26.8223918104	33.4108025641	32.7857993663	12.725
17	0	0	2	2134	133	26.8223918104	27.7242294229	27.0992262251	22.158
18	0	0	1	583	36	10.7729756624	29.42121449	29.1701875016	16.425
18	0	0	2	1931	120	10.7729756624	27.7290858318	27.4780588434	8.378
19	0	0	1	429	26	14.6813640507	31.1209941905	30.7788957101	11.465
19	0	0	2	1775	110	14.6813640507	30.967367108	30.6252686277	11.748
20	0	0	1	1101	68	12.0300529765	25.1649119061	24.8845930728	4.283
20	0	0	2	2449	153	12.0300529765	28.5831072369	28.3027884036	14.41
21	0	0	1	438	27	9.03554216867	28.9691525593	28.7586104575	5.244
21	0	0	2	1783	111	9.03554216867	26.5221714118	26.3116293099	7.307
