event_index	pair_index	fold	layer	pixel	half_bar	ecal_time_ns	cdet_time_master_ns	cdet_time_candidate_ns	tot_ns
0	0	0	1	1019	63	24.9525276443	30.2430812205	31.6654778055	22.347
0	0	0	2	2364	147	24.9525276443	35.1653745239	36.5877711088	5.622
1	0	0	1	1012	63	19.7270686103	29.1098630469	30.2343869999	10.74
1	0	0	2	2356	147	19.7270686103	31.7854785314	32.9100024844	7.134
2	0	0	1	1062	66	25.6977522962	28.5218316077	29.9867090594	6.095
2	0	0	2	2411	150	25.6977522962	31.2935175357	32.7583949874	5.496
3	0	0	1	1234	77	24.5089201451	32.8126267502	34.2097358853	7.086
3	0	0	2	2584	161	24.5089201451	32.3814178852	33.7785270203	15.008
4	0	0	1	1079	67	24.8041133174	27.2854798301	28.6994161887	4.252
4	0	0	2	2425	151	24.8041133174	28.7253108866	30.1392472453	4.126
5	0	0	1	232	14	24.2079194826	26.314515762	27.6944666228	7.339
5	0	0	2	1575	98	24.2079194826	30.34064418	31.7205950408	5.654
6	0	0	1	901	56	27.7079570494	29.1793280779	30.7587954588	9.15
6	0	0	2	2242	140	27.7079570494	29.6588663698	31.2383337507	7.339
7	0	0	1	273	17	23.9052263501	27.9402048955	29.3029010042	12
7	0	0	2	1616	101	23.9052263501	31.8361744471	33.1988705558	4.614
9	0	0	1	782	48	28.5967333544	35.1343173414	36.7644486229	11.149
9	0	0	2	2121	132	28.5967333544	30.6925493497	32.3226806312	17.874
10	0	0	1	520	32	22.1080794361	29.2315674256	30.4918187772	9.244
10	0	0	2	1866	116	22.1080794361	29.5249678383	30.7852191899	11.654
11	0	0	1	1250	78	20.091386118	26.372207402	27.5174989496	4.866
11	0	0	2	2599	162	20.091386118	27.4114949281	28.5567864757	20.473
12	0	0	1	740	46	27.1233260793	30.6702655943	32.2164066081	14.945
12	0	0	2	2079	129	27.1233260793	30.6918273123	32.2379683261	8.52
13	0	0	1	192	12	24.8068372369	30.0619746386	31.4760662718	12.567
13	0	0	2	1535	95	24.8068372369	30.8843458733	32.2984375066	10.346
14	0	0	1	975	60	25.6050568426	28.0280927208	29.4876861508	9.338
14	0	0	2	2319	144	25.6050568426	30.8429903083	32.3025837383	11.591
15	0	0	1	471	29	22.81576089	3.16328412439	4.46387622618	5.969
15	0	0	2	1815	113	22.81576089	2.75770911545	4.05830121724	8.819
16	0	0	1	1018	63	27.6232797042	35.7488838448	37.3235242692	5.244
16	0	0	2	2363	147	27.6232797042	28.028887476	29.6035279003	9.559
17	0	0	1	737	46	27.4741189126	31.0552231399	32.6213607863	4.22
17	0	0	2	2075	129	27.4741189126	33.4138459911	34.9799836375	4.661
18	0	0	1	989	61	23.0373919576	27.9338764392	29.2471024223	9.716
18	0	0	2	2333	145	23.0373919576	27.3773457994	28.6905717826	6.189
19	0	0	1	344	21	23.1587929481	30.3691682742	31.6893146126	8.094
19	0	0	2	1688	105	23.1587929481	30.0180694698	31.3382158081	12.252
20	0	0	1	1255	78	22.8475702031	29.3589578506	30.6613632139	6
20	0	0	2	2602	162	22.8475702031	30.4121248086	31.7145301719	16.787
21	0	0	1	471	29	20.1626403782	28.8053613371	29.9547146703	8.22
21	0	0	2	1818	113	20.1626403782	31.1450532816	32.2944066147	8.504
22	0	0	1	1241	77	24.3567662847	28.6758300663	30.0642658063	13.559
22	0	0	2	2590	161	24.3567662847	29.7397422995	31.1281780395	9.102
23	0	0	1	1259	78	16.2431924703	31.7800842868	32.7060129874	5.401
23	0	0	2	2609	163	16.2431924703	33.1250734547	34.0510021553	12.898
24	0	0	1	819	51	26.4059947088	30.1213531509	31.6266033297	9.685
24	0	0	2	2161	135	26.4059947088	34.1709209671	35.6761711459	11.402
25	0	0	1	1254	78	22.9333441152	30.4015222514	31.70881708	6.441
25	0	0	2	2601	162	22.9333441152	30.1743253951	31.4816202237	14.992
26	0	0	1	1063	66	19.9281100332	29.5303041313	30.6662882713	11.622
26	0	0	2	2413	150	19.9281100332	28.9146500714	30.0506342114	9.874
27	0	0	1	984	61	22.9237169483	23.9040252902	25.2107713308	9.874
27	0	0	2	2329	145	22.9237169483	28.0058451571	29.3125911977	14.535
28	0	0	1	1029	64	26.6324613791	14.9063701647	16.424529874	4.803
28	0	0	2	2393	149	26.6324613791	29.6078740214	31.1260337308	9.071
29	0	0	1	1244	77	19.9717062611	30.7825511575	31.9210204616	7.905
29	0	0	2	2594	162	19.9717062611	31.1130173436	32.2514866476	17.843
30	0	0	1	1213	75	19.4369024062	27.0272592489	28.1352425361	13.023
30	0	0	2	2562	160	19.4369024062	30.3922309714	31.5002142587	13.811
31	0	0	1	582	36	20.4986004954	27.5597675393	28.7282719793	12.063
31	0	0	2	1929	120	20.4986004954	27.6207068129	28.7892112529	13.37
32	0	0	1	489	30	16.922702978	28.2679276792	29.2325912703	12.976
32	0	0	2	1834	114	16.922702978	29.790904605	30.7555681961	10.189
33	0	0	1	737	46	26.1396731932	32.4842995887	33.974368347	10.882
33	0	0	2	2078	129	26.1396731932	32.7029320005	34.1930007588	8.221
34	0	0	1	838	52	25.3901100186	31.1280316267	32.5753722047	5.008
34	0	0	2	2181	136	25.3901100186	24.7154065888	26.1627471668	8
35	0	0	1	340	21	18.2824276295	30.0051225693	31.0472960516	9.685
35	0	0	2	1683	105	18.2824276295	30.2717718771	31.3139453593	6.63
36	0	0	1	581	36	29.8095550696	8.70740022851	10.4066673302	10.913
36	0	0	2	1931	120	29.8095550696	5.41659815693	7.11586525867	4.851
37	0	0	1	931	58	25.8157913275	31.5957845828	33.0673907441	13.748
37	0	0	2	2274	142	25.8157913275	30.553298738	32.0249048994	7.811
38	0	0	1	804	50	29.7475859375	29.9397180116	31.6354526182	6.803
38	0	0	2	2146	134	29.7475859375	29.5300440052	31.2257786118	4.189
39	0	0	1	1029	64	23.0184330576	26.3486327117	27.6607779596	4.567
39	0	0	2	2374	148	23.0184330576	38.2989070639	39.6110523119	11.26
40	0	0	1	803	50	29.9885089883	18.159165331	19.8686335413	11.78
40	0	0	2	2133	133	29.9885089883	28.3089521726	30.0184203829	4.063
41	0	0	1	1056	66	25.4070775122	33.338076091	34.7863838858	4.094
41	0	0	2	2401	150	25.4070775122	34.8421991583	36.2905069531	15.496
42	0	0	1	737	46	27.1800552751	29.2130246878	30.7623994988	5.811
42	0	0	2	2077	129	27.1800552751	31.9555638023	33.5049386133	4.204
43	0	0	1	826	51	30.6275506123	22.2455673863	23.9914635944	11.905
43	0	0	2	2166	135	30.6275506123	28.9860036632	30.7318998713	7.496
46	0	0	1	550	34	19.0819818721	28.4933931935	29.5811445522	7.055
46	0	0	2	1897	118	19.0819818721	27.1232900184	28.2110413772	6.063
47	0	0	1	1245	77	22.0735820914	28.2500104176	29.5082952789	14.346
47	0	0	2	2594	162	22.0735820914	26.4473483009	27.7056331622	13.937
48	0	0	1	494	30	17.1993167067	28.9704572391	29.9508889491	6.063
48	0	0	2	1840	115	17.1993167067	29.9442623335	30.9246940436	6.819
49	0	0	1	545	34	23.4605488055	31.8863082958	33.2236559577	4.771
49	0	0	2	1895	118	23.4605488055	30.6935046137	32.0308522756	14.536
50	0	0	1	938	58	26.4578697904	31.8891273457	33.3973346173	6.725
50	0	0	2	2284	142	26.4578697904	26.7160325954	28.2242398669	5.008
51	0	0	1	519	32	20.1776598298	29.5298465394	30.680056043	10.157
51	0	0	2	1865	116	20.1776598298	29.7583676502	30.9085771538	11.591
52	0	0	1	993	62	21.937072508	32.9742466009	34.2247498551	8.614
52	0	0	2	2337	146	21.937072508	30.7144500752	31.9649533294	8.378
53	0	0	1	472	29	22.3647898966	13.4795986924	14.7544835949	10.473
53	0	0	2	1818	113	22.3647898966	27.8236650739	29.0985499764	8.472
54	0	0	1	78	4	28.0041909603	28.866626906	30.4629808368	16
54	0	0	2	1418	88	28.0041909603	32.8221955995	34.4185495303	9.071
56	0	0	1	985	61	23.7362648942	28.0823075174	29.435372129	7.874
56	0	0	2	2329	145	23.7362648942	31.6386924963	32.9917571079	4.535
57	0	0	1	958	59	23.1960382443	31.8660970768	33.18836655	14.378
57	0	0	2	2301	143	23.1960382443	32.8914765614	34.2137460346	8.189
58	0	0	1	333	20	24.922581774	31.1845624286	32.605251976	8.472
58	0	0	2	1677	104	24.922581774	30.0092290762	31.4299186236	14.992
59	0	0	1	347	21	24.5476880223	30.5707087381	31.9700278015	4.063
59	0	0	2	1690	105	24.5476880223	30.071695893	31.4710149564	8.441
60	0	0	1	1279	79	20.9063241704	30.6802939922	31.8720403567	14.614
60	0	0	2	2629	164	20.9063241704	31.0049569842	32.1967033487	10.095
61	0	0	1	486	30	19.5134479274	27.3298466027	28.4421932991	21.464
61	0	0	2	1831	114	19.5134479274	28.861177559	29.9735242554	11.023
62	0	0	1	740	46	27.7809004008	30.6249812759	32.2086067274	12.347
62	0	0	2	2079	129	27.7809004008	30.7826647501	32.3662902017	6.378
63	0	0	1	105	6	23.4522459718	30.4789688928	31.815843259	8.567
63	0	0	2	1446	90	23.4522459718	27.655263375	28.9921377413	11.59
64	0	0	1	879	54	25.8282039869	28.2167748849	29.6890886189	5.087
64	0	0	2	2222	138	25.8282039869	29.1578336971	30.6301474311	7.496
65	0	0	1	485	30	21.1575662867	32.0793661197	33.285434317	6.834
65	0	0	2	1830	114	21.1575662867	29.0469166897	30.2529848869	8.96
66	0	0	1	1248	78	21.4202404142	30.2556011893	31.4766428909	5.527
66	0	0	2	2597	162	21.4202404142	29.4152535853	30.6362952869	8.063
67	0	0	1	962	60	25.9517119222	30.9845271078	32.4638813014	4.725
67	0	0	2	2306	144	25.9517119222	30.9276519693	32.407006163	14.126
68	0	0	1	548	34	26.4230945308	31.6110245361	33.117249475	12.74
68	0	0	2	1895	118	26.4230945308	32.8336290817	34.3398540206	8.913
69	0	0	1	1009	63	26.8161485608	33.199353473	34.7279841063	7.905
69	0	0	2	2354	147	26.8161485608	33.2358425655	34.7644731988	6.929
70	0	0	1	159	9	21.8075473297	31.7312380043	32.9743577912	6.677
70	0	0	2	1499	93	21.8075473297	31.873625777	33.1167455639	17.622
71	0	0	1	330	20	27.675541518	31.452257049	33.0298766114	12.662
71	0	0	2	1675	104	27.675541518	33.727734978	35.3053545404	8.63
72	0	0	1	997	62	28.5246134471	24.9423596624	26.5683798129	4.945
72	0	0	2	2344	146	28.5246134471	31.2982237078	32.9242438583	10.945
73	0	0	1	827	51	28.3022806957	21.1270755645	22.7404218347	11.228
73	0	0	2	2167	135	28.3022806957	33.4707860198	35.0841322901	12.583
74	0	0	1	537	33	21.2285790988	33.3502865675	34.5604027868	5.669
74	0	0	2	1888	118	21.2285790988	33.9024256124	35.1125418317	16.032
75	0	0	1	888	55	27.4855983747	29.178694783	30.7454868059	11.213
75	0	0	2	2230	139	27.4855983747	30.9996846362	32.5664766591	8
76	0	0	1	764	47	26.0864010404	32.1108898507	33.5979218774	6.063
76	0	0	2	2107	131	26.0864010404	30.8705958927	32.3576279194	6.094
77	0	0	1	547	34	23.2669749942	24.2102569678	25.5365701272	13.874
77	0	0	2	1894	118	23.2669749942	28.617250619	29.9435637784	15.654
78	0	0	1	280	17	22.125628639	26.7384426093	27.9996943376	16.74
78	0	0	2	1624	101	22.125628639	29.4363475119	30.6975992402	16.283
79	0	0	1	105	6	27.7098943283	29.2412477815	30.8208255952	21.622
79	0	0	2	1447	90	27.7098943283	30.3250958194	31.9046736331	12.063
80	0	0	1	1246	77	19.2585991486	30.0541110224	31.1519302915	8.536
80	0	0	2	2597	162	19.2585991486	31.6539691525	32.7517884216	17.906
81	0	0	1	1234	77	24.3472336271	30.9694146349	32.3573069743	8.535
81	0	0	2	2585	161	24.3472336271	27.5618812164	28.9497735558	11.968
82	0	0	1	997	62	25.561844418	27.868762706	29.3258928503	7.071
82	0	0	2	2342	146	25.561844418	28.8524571281	30.3095872723	8.725
83	0	0	1	550	34	22.5852356032	33.2477575163	34.5352087297	12.11
83	0	0	2	1897	118	22.5852356032	32.8731301615	34.1605813749	9.134
84	0	0	1	558	34	21.2415857562	29.4959576374	30.7068152896	11.969
84	0	0	2	1907	119	21.2415857562	25.7998739965	27.0107316487	7.842
85	0	0	1	333	20	26.1713829444	31.4494403669	32.9413167112	7.197
85	0	0	2	1677	104	26.1713829444	29.5639155755	31.0557919198	4.032
86	0	0	1	347	21	23.847360448	29.1022836941	30.4616812087	4.095
86	0	0	2	1691	105	23.847360448	30.6477030614	32.007100576	9.433
87	0	0	1	1004	62	22.4915681	28.5717949316	29.8539067125	14.472
87	0	0	2	2351	146	22.4915681	29.6939957859	30.9761075668	14.504
88	0	0	1	1095	68	23.5720301766	27.0134732332	28.3571757912	7.181
88	0	0	2	2442	152	23.5720301766	29.668032037	31.011734595	5.402
89	0	0	1	496	31	19.9637986602	2.52066471184	3.65868325018	16.472
89	0	0	2	1837	114	19.9637986602	1.86520763425	3.00322617259	16.473
90	0	0	1	473	29	22.3402790439	30.3793553537	31.6528430369	13.969
90	0	0	2	1817	113	22.3402790439	28.7586022377	30.0320899209	13.118
