# CDet all-pixel ECal-CDet timing-offset extraction
# run 5710
# calibration_stage 7
# timing_units ns
# ecal_energy_cut_gev 1 12
# dt = tECal - tCDetLE
# fit_interval_ns -30 0
# calibration_centroid_source gaus(0)+pol1(3)_signal_mean; background subtraction is diagnostic only
# background_fit_interval_ns -60 30
# peak_seed_interval_ns -25 -5
# background_rejection_nsigma 2.5
# reference_scope detector-wide
# detector_mu0_ns -8.66783 detector_mu0_err_ns 0.00556291
# residual_correction = mu_i - detector_mu0; total_offset = existing_offset + residual_correction
# pixel_id bar entries fit_status valid_fit detector_reference_valid mu_ns mu_err_ns sigma_ns sigma_err_ns residual_correction_ns correction_err_ns total_offset_ns detector_mu0_ns detector_mu0_err_ns chi2 ndf chi2_ndf amplitude amplitude_err background_amplitude background_amplitude_limit background_mean_ns background_sigma_ns reject_low_ns reject_high_ns validity_code failure_reason
13 0 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 1 "unused pixel"
14 0 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
15 0 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
16 1 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
17 1 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
18 1 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
19 1 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
20 1 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
21 1 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
22 1 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
23 1 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
24 1 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
25 1 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
26 1 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
27 1 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
28 1 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 1 "unused pixel"
29 1 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
30 1 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
31 1 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 1 "unused pixel"
32 2 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
33 2 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
34 2 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
35 2 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
36 2 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
37 2 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
38 2 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
39 2 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
40 2 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
41 2 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 1 "unused pixel"
42 2 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 1 "unused pixel"
43 2 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
44 2 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
45 2 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
46 2 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
47 2 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
48 3 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
49 3 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
50 3 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
51 3 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
52 3 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
53 3 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
54 3 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
55 3 1 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
56 3 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
57 3 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 1 "unused pixel"
58 3 2 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
59 3 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 1 "unused pixel"
60 3 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
61 3 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
62 3 2 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
63 3 8 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
64 4 1 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
65 4 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 1 "unused pixel"
66 4 2 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
67 4 5 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
68 4 4 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
69 4 4 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
70 4 2 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
71 4 6 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
72 4 16 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
73 4 21 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
74 4 27 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
75 4 31 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
76 4 25 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
77 4 17 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
78 4 23 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
79 4 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 1 "unused pixel"
80 5 6 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
81 5 4 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
82 5 30 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
83 5 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 1 "unused pixel"
84 5 8 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
85 5 3 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
86 5 6 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
87 5 26 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
88 5 2 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
89 5 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
90 5 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
91 5 2 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
92 5 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
93 5 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
94 5 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
95 5 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 1 "unused pixel"
96 6 1 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
97 6 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
98 6 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
99 6 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
100 6 3 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
101 6 35 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
102 6 4 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
103 6 5 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
104 6 4 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
105 6 30 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
106 6 39 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
107 6 12 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
108 6 20 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
109 6 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 1 "unused pixel"
110 6 38 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
111 6 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 1 "unused pixel"
112 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
113 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
114 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
115 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 1 "unused pixel"
116 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
117 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
118 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
119 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
120 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
121 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
122 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
123 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
124 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
125 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
126 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
127 7 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 1 "unused pixel"
128 8 8 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
129 8 38 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
130 8 30 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
131 8 11 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
132 8 38 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
133 8 40 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
134 8 49 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
135 8 65 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
136 8 165 0 1 1 -7.62817 0.260163 1.99784 0.292955 1.03966 0.260104 8.09125 -8.66783 0.00556291 14.6453 17 0.861485 20.2845 2.97545 1.93697 9 -4.54111 15.1598 -12.6228 -2.63357 10 "valid"
137 8 132 0 1 1 -7.42858 0.309413 2.64909 0.320456 1.23924 0.309363 6.24548 -8.66783 0.00556291 10.8115 12 0.900958 16.6172 2.07201 1.18478 2 -2.35983 35.6677 -14.0513 -0.805848 10 "valid"
138 8 104 0 1 1 -7.61704 0.378509 2.38873 0.364965 1.05079 0.378468 6.67036 -8.66783 0.00556291 8.04272 16 0.50267 11.6843 1.88549 1.47403 3 -4.33696 34.7126 -13.5889 -1.6452 10 "valid"
139 8 167 0 1 1 -7.02408 0.407065 3.16001 0.465513 1.64374 0.407027 7.95246 -8.66783 0.00556291 4.284 14 0.306 20.6382 2.36686 1.15235 2 -2.68976 46.2878 -14.9241 0.87593 10 "valid"
140 8 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 1 "unused pixel"
141 8 145 0 1 1 -7.23105 0.381249 2.615 0.557395 1.43678 0.381209 6.30844 -8.66783 0.00556291 13.082 14 0.934426 15.1822 2.43615 1.20814 3 -13.1086 89.9234 -13.7686 -0.69354 10 "valid"
142 8 10 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
143 8 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 1 "unused pixel"
144 9 50 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
145 9 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 1 "unused pixel"
146 9 12 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
147 9 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
148 9 47 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
149 9 33 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
150 9 25 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
151 9 21 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
152 9 71 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
153 9 186 0 1 1 -7.1419 0.20307 2.1252 0.22133 1.52593 0.202994 6.43783 -8.66783 0.00556291 11.792 13 0.907079 28.2926 3.07537 1.64897 5 -9.49055 22.5155 -12.4549 -1.82889 10 "valid"
154 9 523 0 1 1 -6.85268 0.124314 2.44558 0.11679 1.81515 0.124189 6.42657 -8.66783 0.00556291 28.1354 18 1.56308 77.5885 4.47089 1.89512 6 -11.2519 19.6735 -12.9666 -0.73872 10 "valid"
155 9 487 0 1 1 -6.81736 0.126849 2.21589 0.111738 1.85047 0.126727 5.54677 -8.66783 0.00556291 40.2183 15 2.68122 79.2875 4.84636 1.69996 8 -9.79146 20.0985 -12.3571 -1.27763 10 "valid"
156 9 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 1 "unused pixel"
157 9 51 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
158 9 526 0 1 1 -6.36157 0.129598 2.66653 0.129074 2.30626 0.129479 7.93667 -8.66783 0.00556291 13.692 20 0.684602 74.2003 4.2383 1.47365 8 -8.18447 30.1656 -13.0279 0.304763 10 "valid"
159 9 478 0 1 1 -6.58229 0.132885 2.42689 0.149556 2.08553 0.132769 7.81027 -8.66783 0.00556291 9.74214 19 0.512744 69.6094 4.3881 2.82178 5 -12.0906 13.6906 -12.6495 -0.515079 10 "valid"
160 10 245 0 1 1 -6.40508 0.201828 2.37902 0.268453 2.26275 0.201751 7.42716 -8.66783 0.00556291 9.52828 15 0.635219 33.5301 3.27296 2.53968 3 -5.95397 10.4781 -12.3526 -0.457534 10 "valid"
161 10 0 -1 0 1 nan nan nan nan 0 nan 0 -8.66783 0.00556291 nan 0 nan nan nan nan nan nan nan nan nan 2 "insufficient entries"
162 10 101 0 1 1 -7.21352 0.488188 3.27283 0.893682 1.4543 0.488156 0.755749 -8.66783 0.00556291 13.2208 8 1.6526 13.4963 2.83502 1 1 2.08919 90 -15.3956 0.968547 10 "valid"
163 10 166 0 1 1 -7.71136 0.265865 2.81347 0.30734 0.956468 0.265807 3.04136 -8.66783 0.00556291 9.27771 13 0.71367 21.734 2.34728 0.999599 1 -22.6452 71.0258 -14.745 -0.677688 10 "valid"
164 10 144 0 1 1 -6.82135 0.218681 1.64379 0.258402 1.84648 0.21861 2.38494 -8.66783 0.00556291 8.78361 10 0.878361 25.1211 3.71624 2.58337 4 -3.70847 17.0426 -10.9308 -2.71188 10 "valid"
