# CDet hierarchical eight-pixel-group timing calibration
# run 5710
# calibration_stage 7
# detector_reference_median_ns -7.66232

[PixelOffsets]
0 0.000000 0
1 0.000000 0
2 0.000000 0
3 0.000000 0
4 0.000000 0
5 0.000000 0
6 0.000000 0
7 0.000000 0
8 0.000000 0
9 0.000000 0
10 0.000000 0
11 0.000000 0
12 0.000000 0
13 0.000000 0
14 0.000000 0
15 0.000000 0
16 0.000000 0
17 0.000000 0
18 0.000000 0
19 0.000000 0
20 0.000000 0
21 0.000000 0
22 0.000000 0
23 0.000000 0
24 0.000000 0
25 0.000000 0
26 0.000000 0
27 0.000000 0
28 0.000000 0
29 0.000000 0
30 0.000000 0
31 0.000000 0
32 0.000000 0
33 0.000000 0
34 0.000000 0
35 0.000000 0
36 0.000000 0
37 0.000000 0
38 0.000000 0
39 0.000000 0
40 0.000000 0
41 0.000000 0
42 0.000000 0
43 0.000000 0
44 0.000000 0
45 0.000000 0
46 0.000000 0
47 0.000000 0
48 0.000000 2
49 0.000000 0
50 0.000000 0
51 0.000000 0
52 0.000000 0
53 0.000000 0
54 0.000000 0
55 0.000000 1
56 0.000000 1
57 0.000000 0
58 0.000000 4
59 0.000000 0
60 0.000000 0
61 0.000000 0
62 0.000000 3
63 0.000000 11
64 0.000000 4
65 0.000000 0
66 0.000000 4
67 0.000000 8
68 0.000000 6
69 0.000000 3
70 0.000000 6
71 0.000000 11
72 8.895035 39
73 4.124340 36
74 5.113341 47
75 4.501585 31
76 5.658109 49
77 11.369643 42
78 6.579045 41
79 0.000000 0
80 6.612517 12
81 6.612517 8
82 6.612517 33
83 0.000000 0
84 6.612517 20
85 6.612517 3
86 12.387508 23
87 9.902791 67
88 0.000000 5
89 0.000000 1
90 0.000000 0
91 0.000000 2
92 0.000000 0
93 0.000000 0
94 0.000000 0
95 0.000000 0
96 24.773089 0
97 24.773089 0
98 24.773089 0
99 24.773089 0
100 23.070240 44
101 5.240460 1
102 24.764289 19
103 24.773089 34
104 5.492037 3
105 8.437506 104
106 7.775309 83
107 11.519876 42
108 10.776476 87
109 0.000000 0
110 8.501898 82
111 0.000000 0
112 0.000000 0
113 0.000000 0
114 0.000000 0
115 0.000000 0
116 0.000000 0
117 0.000000 0
118 0.000000 0
119 0.000000 0
120 0.000000 0
121 0.000000 0
122 0.000000 0
123 0.000000 0
124 0.000000 0
125 0.000000 0
126 0.000000 0
127 0.000000 0
128 5.000906 16
129 5.355904 57
130 6.099022 45
131 5.000906 17
132 6.567166 67
133 2.553137 54
134 5.994107 70
135 3.327512 75
136 5.086457 174
137 3.133381 135
138 4.302972 113
139 4.584614 174
140 0.000000 0
141 3.160936 150
142 3.967474 14
143 0.000000 0
144 3.883698 80
145 0.000000 0
146 0.155302 15
147 0.155302 0
148 5.492183 66
149 -1.889616 36
